,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
398,Kerrostalo | 1h + kt + alkovi,Kaanaankatu 1b C 112,Arabianranta,Helsinki,277 800,34,2022,Omistusasunto
399,Kerrostalo | 1h + kt,Kaanaankatu 1b C 109,Arabianranta,Helsinki,247 000,29,2022,Omistusasunto
400,Kerrostalo | 1h + kt,Kaanaankatu 1b C 103,Arabianranta,Helsinki,240 400,29,2022,Omistusasunto
401,"Rivitalo | 2h, kk",Kanervatie 3,Rajamäki,Nurmijärvi,65 000,"45,5",1969,Omistusasunto
402,Kerrostalo | 3h + k,Laulurastaankuja 1,Malmi,Helsinki,178 000,72,1982,Omistusasunto
403,Omakotitalo | 4h + k + kph + s + wc + khh + ma + var + at,Rautalammintie 370,Silmutjoki,Konnevesi,79 000,115,1920,Omistusasunto
404,Rivitalo | 4h + työtila + k + s,Kanavanranta 28 B1,Saaristokaupunki,Kuopio,518 300,"114,5",2023,Omistusasunto
405,Rivitalo | 4h + työtila + k + s,Kanavanranta 28 B2,Saaristokaupunki,Kuopio,476 200,109,2023,Omistusasunto
406,Rivitalo | 4h + työtila + k + s,Kanavanranta 28 B6,Saaristokaupunki,Kuopio,537 400,125,2023,Omistusasunto
407,Rivitalo | 5h + k + s,Kanavanranta 28 B3,Saaristokaupunki,Kuopio,512 000,119,2023,Omistusasunto
408,Rivitalo | 4h + k + s,Kanavanranta 28 B4,Saaristokaupunki,Kuopio,425 500,91,2023,Omistusasunto
409,Luhtitalo | 3h + k + s,Kanavanranta 28 B9,Saaristokaupunki,Kuopio,304 700,"61,5",2023,Omistusasunto
410,Luhtitalo | 3h + k + s,Kanavanranta 28 B12,Saaristokaupunki,Kuopio,320 500,"64,5",2023,Omistusasunto
411,Luhtitalo | 3h + k + s,Kanavanranta 28 B7,Saaristokaupunki,Kuopio,307 900,"59,5",2023,Omistusasunto
412,Luhtitalo | 3h + k + s,Kanavanranta 28 B8,Saaristokaupunki,Kuopio,286 300,"56,5",2023,Omistusasunto
413,Luhtitalo | 4h + k + s,Kanavanranta 28 A 21,Saaristokaupunki,Kuopio,428 200,88,2023,Omistusasunto
414,Luhtitalo | 1h + k + s,Kanavanranta 28 A 4,Saaristokaupunki,Kuopio,180 900,"33,5",2023,Omistusasunto
415,Luhtitalo | 2h + k + s,Kanavanranta 28 A 17,Saaristokaupunki,Kuopio,231 000,45,2023,Omistusasunto
416,Luhtitalo | 2h + k + s,Kanavanranta 28 A 2,Saaristokaupunki,Kuopio,267 000,51,2023,Omistusasunto
417,Luhtitalo | 4h + k + s,Kanavanranta 28 A 1,Saaristokaupunki,Kuopio,435 100,"89,5",2023,Omistusasunto
418,"Rivitalo | 2h, k, wc, khh, kph + sauna, vh",Maakalantie 30 A 1,,Lempäälä,169 000,50,2015,Omistusasunto
419,Kerrostalo | 2 h + k + p,Halmekatu 4 A 6,,Varkaus,0,58,1968,Omistusasunto
420,Rivitalo | 4 h + kk + s,Kotirannantie 2 as 14,,Leppävirta,0,94,1977,Omistusasunto
421,Kerrostalo | 2h + k + kph + las.p (yj. 3 h + k),Kauppalantie 29,Haaga,Helsinki,296 000,"58,5",1960,Omistusasunto
422,Rivitalo | 4h + k + s + khh + kph + vh + 2x wc,Vuorenpellontie 10 A,Vuorentaka,Hämeenlinna,179 000,"87,5",1999,Omistusasunto
423,Kerrostalo | 2H + K + S,Kaivonkatsojantie 5 C 39,Vuosaari,Helsinki,"18 046,43","62,5",1997,Asumisoikeusasunto
424,Kerrostalo | 3H + KT + S,Kangasvuorentie 26 A 03,Huhtasuo,Jyväskylä,"20 793,73",66,2002,Asumisoikeusasunto
425,"Omakotitalo | Isompi asunto: 2mh, alkovi, k, oh, kph / wc, kellari avoin, pieni asunto: 3h + k + kph / wc, ulkorakennuksessa sauna ja varastotilaa",Pormestarintie 24,Musa,Pori,169 000,165,1954,Omistusasunto
426,Kerrostalo | 3h + k + s,Viirinkankaantie 21-23 B,Viirinkangas,Rovaniemi,169 000,"72,5",1990,Omistusasunto
427,"Kerrostalo | 3h, k, kph, lasitettu parveke",Verkkotie 6,Katinen,Hämeenlinna,74 000,79,1978,Omistusasunto
428,"Kerrostalo | 1h, kk, kph",Korppaantie 2,Haaga,Helsinki,167 000,21,1940,Omistusasunto
429,Kerrostalo | 1h + kph + kk (Yhtiöjärjestyksen mukaan 1h),Albertinkatu 22-24 D,Punavuori,Helsinki,195 000,25,1914,Omistusasunto
430,"Omakotitalo | 4h, th, khh, k, s, atx2",Köydenpunojantie 22,Järvenpää,Karkkila,265 000,185,1992,Omistusasunto
431,Omakotitalo | Oh + 5mh + avokeittiö + rt + th + s + pesuh. + pukuh. + khh + erill. wc + kph / wc + aula + vh + askh + et + varasto + parv + katos,Markunkuja 4,,Nousiainen,378 000,224,2014,Omistusasunto
432,"Omakotitalo | 5h, k, 2 kph, s, khh, wc, tkh, aula, 2 vh, tk, varasto, autotalli",Majakkakatu 12,Reuharinniemi,Tampere,529 000,"189,3",1977,Omistusasunto
433,Kerrostalo | 2h + k + s,Revonkuja 9 A,Välivainio,Oulu,159 500,51,2011,Omistusasunto
434,"Rivitalo | 3 h, k, s",Falanderinkatu 15,Kärki,Seinäjoki,205 000,85,2014,Omistusasunto
435,"Omakotitalo | 7mh, oh / k, khh, 2*kph, s, yläk. aula, erill. wc",Tuuliviirintie 5,Jylkynkangas,Oulu,205 000,199,2004,Omistusasunto
436,"Omakotitalo | 6h(7), k, psh, s, 2 wc",Pöyhösentie 17 a,Pöyhönen,Ähtäri,415 000,201,1972,Omistusasunto
437,Kerrostalo | 2h + k + vh + kph + p + var,Kaartilantie  70 B17,Inkerinkylä,Savonlinna,16 000,62,1972,Omistusasunto
438,Rivitalo | 2h + kk + s,Heikinahde 8,Vaajakoski,Jyväskylä,94 000,49,1990,Omistusasunto
439,"Rivitalo | 2h, k, s",Länsipellontie 1,Visulahti,Mikkeli,111 000,63,2003,Omistusasunto
440,"Kerrostalo | 3h, k, kph ja lasitettu parveke",Rantakukantie 2,Viertola,Vantaa,203 000,61,1984,Omistusasunto
441,"Kerrostalo | 2h, k, las.p.",Kajavankatu 5,Kurkela,Kerava,95 000,57,1973,Omistusasunto
442,Kerrostalo | 3h + k,Kalkun viertotie 1,Kalkku,Tampere,169 000,80,1975,Omistusasunto
443,"Rivitalo | 3h, k, kph, s, terassi, käyttöullakko",Tervapääskynpolku 11,Tapaninvainio,Helsinki,339 000,86,1976,Omistusasunto
444,Kerrostalo | 1h + kk,Eerikinkatu 5 E,Keskusta,Turku,136 000,23,1961,Omistusasunto
445,Kerrostalo | 1h + kt + alk + s,Itäinen rantakatu 74 C,Keskusta,Turku,284 000,45,2017,Omistusasunto
446,Omakotitalo | 3h + k + s,Suvantotie 9,,Kuhmo,25 000,98,1973,Omistusasunto
447,"Rivitalo | 3h, k, s, kph, erill.wc",Pehtoorintie 4,Malminkartano,Helsinki,239 000,77,1978,Omistusasunto
448,Kerrostalo | 1h + kk,Kolmas linja 7,Kallio,Helsinki,187 000,27,1940,Omistusasunto
449,Omakotitalo | 4h + tupak + wc + s + khh + vh + var + at + ak,Kaskitie 2,Lepsämä,Nurmijärvi,305 000,111,1988,Omistusasunto
450,Omakotitalo | 5 h + k + khh + kph + s + lasp + var + at + wc,Petlatie 18,Rantala,Lieksa,145 000,"155,5",1983,Omistusasunto
451,"Omakotitalo | 4h, k, kph / wc, wc + tupa, sauna, kph, wc, var, 2AK",Kyytimiehentie 2 A,Heikkilänkangas,Oulu,145 000,120,1980,Omistusasunto
452,Rivitalo | 2h + kk + s,Pohjolantie 7,Vuorentausta,Ylöjärvi,129 000,48,1989,Omistusasunto
453,"Omakotitalo | 2h, kk, kph, eteinen, kuisti",Orapihlajankatu 3,Kunnas,Lahti,55 000,40,1947,Omistusasunto
454,"Kerrostalo | 1-2 h, avok, kph",Perustie 21,Munkkiniemi,Helsinki,478 000,64,1937,Omistusasunto
455,Kerrostalo | 2h + kk + s + p,Karosenkatu 3,Annala,Tampere,137 000,50,2002,Omistusasunto
456,Kerrostalo | 2h + k + kph + las.parv,Purpurikuja 4 F 27,Kannelmäki,Helsinki,159 000,60,1974,Omistusasunto
457,"Rivitalo | 2h, k, kph, s, ulkovar.terassi",Ahvenanmaantie 5,Isokytö,Järvenpää,161 000,"51,5",1986,Omistusasunto
458,Kerrostalo | 3h + k + s,Puronsuunkatu 1 C,Rantakylä,Joensuu,169 000,"57,5",2018,Omistusasunto
459,"Rivitalo | 4h, k, kph, s, 2wc, parv., käyttöullakko, varasto",Kylävoudinkuja 6 A,Oulunkylä,Helsinki,545 000,89,1977,Omistusasunto
460,Luhtitalo | Oh + 1mh + k + s + ph / wc + varasto + autopaikka,Opistonkatu 6 A6,Kälviä,Kokkola,59 500,58,1975,Omistusasunto
461,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C 133,Tapiola,Espoo,352 000,40,2024,Omistusasunto
462,"Omakotitalo | 4mh, et, tk, k, aula, rt, k, khh, ph, s, wc ala / ylä, parveke sekä terassi + autotalli(2 auton talli, wc, varasto, tekninen tila sekä ullakko)",Ulpukkatie 1,Pörhölä,Keminmaa,237 000,"175,5",2000,Omistusasunto
463,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C 140,Tapiola,Espoo,356 000,40,2024,Omistusasunto
464,Kerrostalo | 3h + k + khh + s + parveke (yht.järj. 3h + k),Vaasanpuistikko 15,Keskusta,Vaasa,349 000,"122,5",1938,Omistusasunto
465,Omakotitalo | 4h + k + kph + s + eril.wc + piha + autosuoja,Laukkipääntie 29,Tapaninvainio,Helsinki,448 000,109,1985,Omistusasunto
466,"Rivitalo | 3-4h, k, s, wc",Kepposkuja 2,Sampo,Hämeenlinna,235 000,98,2014,Omistusasunto
467,"Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 22,5 m2,11 m2",Itätuulenkuja 10 C 161,Tapiola,Espoo,1 036 950,"111,5",2024,Omistusasunto
468,Omakotitalo | 5h + k + s + autotalli + varasto,Vaapukkakatu 20,Karhuvuori,Lappeenranta,276 000,130,2004,Omistusasunto
469,"Kerrostalo | 3h, avok, kph, vh, lasiveranta + parveke + piha",Metsänhoitajankatu 5 D,Viikki,Helsinki,319 000,"72,5",2008,Omistusasunto
470,"Kerrostalo | 3h, k, kph / wc, parveke",Kenttätie 14,Intiö,Oulu,319 000,65,1954,Omistusasunto
471,"Kerrostalo | 2h, k, kph, s, lasitettu parveke",Rautatienkatu 80,Limingantulli,Oulu,183 000,48,2019,Omistusasunto
472,"Kerrostalo | 2h, kt, las.parveke, oma autopaikka",Harakantie 14,Leppävaara,Espoo,285 000,46,2017,Omistusasunto
473,Omakotitalo | 5h + k + kph + s + wc + vh + pannuhuone + lämmin autotalli,Suokallionkatu 11,Moisio,Turku,199 000,135,1974,Omistusasunto
474,"Omakotitalo | 4h, k",Mäyrätie 2,,Petäjävesi,129 900,105,1986,Omistusasunto
475,"Omakotitalo | 4mh, ohx2, kph, wc2, s, khh, autotalli, autokatos, varastot",Vähämuorintie 18b,Vähä-Muori,Tuusula,479 000,149,2010,Omistusasunto
476,Kerrostalo | 1h + kt + alkovi + las.parveke,Itätuulenkuja 10 C 120,Tapiola,Espoo,279 000,30,2024,Omistusasunto
477,Kerrostalo | 3h + kt + s + vh + las.parveke,Itätuulenkuja 10 C 144,Tapiola,Espoo,894 400,104,2024,Omistusasunto
478,"Kerrostalo | 2h, kk, kph, p",Yhteiskouluntie 5 E,Keskusta,Järvenpää,114 800,"35,5",1952,Omistusasunto
479,Kerrostalo | 3h + kt + las.parveke + ter,Itätuulenkuja 10 C 143,Tapiola,Espoo,643 900,"68,5",2024,Omistusasunto
480,Kerrostalo | 3h + k + s + parveke,Laurinniityntie 17,Haaga,Helsinki,265 000,63,1991,Omistusasunto
481,Omakotitalo | k + oh + 4 mh + takkah. + iso pesuh. / khh + s,Helsingintie 229,Huhtaa,Humppila,60 000,170,1977,Omistusasunto
482,"Rivitalo | 2h + k + sauna / kylmä ulkovarasto n. 3,3 m2",Rajakyläntie 39,Rajakylä,Vantaa,215 000,55,1984,Omistusasunto
483,"Omakotitalo | 2mh, tupakeittiö, työhuone, wc, kph, s, vintti",Takakyläntie 35,Mussalo,Kotka,194 000,130,1750,Omistusasunto
484,"Kerrostalo | 5h, k, kph, parveke + 2 x autopaikka",Karhunkatu 16 B,Helilä,Kotka,109 000,124,1946,Omistusasunto
485,Paritalo | 6h + k + s,Lammaksenpolku 8,Muurala,Espoo,478 000,123,2000,Omistusasunto
486,"Kerrostalo | 1h, kk, kph, parveke",Mariankatu 8,Keskusta,Lahti,69 000,23,1951,Omistusasunto
487,"Kerrostalo | 3h, k, parveke",Siltakatu 4 C,Armonkallio,Tampere,239 000,62,1964,Omistusasunto
488,"Rivitalo | 4-5h, Aula, k, khh, ph, s",Näädäntie 32 B 4,Siivikkala,Ylöjärvi,379 000,121,2023,Omistusasunto
489,"Rivitalo | 4h, k, kph, s, terassi",Näädäntie 32 B 1,Siivikkala,Ylöjärvi,324 000,94,2023,Omistusasunto
490,"Rivitalo | 2h, k, kph, s, terassi",Näädäntie 32 A 2,Siivikkala,Ylöjärvi,179 000,45,2023,Omistusasunto
491,"Rivitalo | 3h, k, kph, s, terassi",Näädäntie 32 A 1,Siivikkala,Ylöjärvi,269 000,75,2023,Omistusasunto
492,"Omakotitalo | 2 mh, oh, k, kph, wc, s, at",Partiantie 3,Koria,Kouvola,269 000,"105,7",1973,Omistusasunto
493,"Kerrostalo | 3h, k, kph, parveke",Puistokaari 8,Lauttasaari,Helsinki,472 000,63,1958,Omistusasunto
494,Omakotitalo | 5 h + k + työhuone + ph + sauna + khh + 2 x wc,Satamakatu 7,Haikka,Pirkkala,448 000,165,1939,Omistusasunto
495,"Omakotitalo | 4-5 h, k, rt, khh, kph, s, vh, wc, autotalli, katettu terassi",Vesurikatu 14,Renkomäki,Lahti,268 000,119,1989,Omistusasunto
496,"Kerrostalo | 2h, kk, kph",Kapteeninkatu 4-6,Ullanlinna,Helsinki,546 000,"54,6",1906,Omistusasunto
497,Rivitalo | 3h + k + s,Hiirihaukankatu 1,Teeriniemi,Vaasa,137 000,"75,5",1987,Omistusasunto
498,Kerrostalo | 2H + KK + S,Swingitie 8,,Tuusula,"16 712,24",51,1995,Asumisoikeusasunto
499,"Omakotitalo | 4h, k, takkah., s. 2 tallia, verstas, maakellari",Karpalotie 10,Lapijoki,Eurajoki,119 000,120,1975,Omistusasunto
500,"Kerrostalo | 3h, k, kh, s, wc, vh, parveke",Kaivokatu 12 B,Keskusta,Hämeenlinna,155 000,76,1980,Omistusasunto
501,"Omakotitalo | 3 mh, oh, k, khh, kh, s",Vesalantie 12,Oulunlahti,Oulu,340 000,150,1989,Omistusasunto
502,Kerrostalo | 3-4h + kt + s + vh + khh + las.parveke,Itätuulenkuja 10 C 145,Tapiola,Espoo,985 600,112,2024,Omistusasunto
503,"Kerrostalo | 2h, k, rt, kph, p",Ohjaajantie 3,Haaga,Helsinki,262 000,48,1954,Omistusasunto
504,Kerrostalo | 2h + kt + s,Niittytaival 9 A,Niittykumpu,Espoo,324 000,"51,5",2014,Omistusasunto
505,Omakotitalo | 2mh + oh + k + th + erill.wc + ph + s + khh + eteinen + tk,Niittytie 7a,Pernaja,Loviisa,199 000,101,-,Omistusasunto
506,"Omakotitalo | 5h, k, rt, kph, s, khh, 2 wc, 2 vh, kuisti, terassi",Päiväkorennontie 6,Vatiala,Kangasala,559 000,142,2020,Omistusasunto
507,Kerrostalo | 4-5h + kt + s + 2x las.parveke,Itätuulenkuja 10 C 146,Tapiola,Espoo,922 500,"102,5",2024,Omistusasunto
508,Paritalo | 3h + k + wc + kph / sauna + vh + ulkovarasto + pihat (yhtj.mukaan 3h + k + s,Ormusrinne 4,Malmi,Helsinki,300 000,"77,5",1986,Omistusasunto
509,"Kerrostalo | 2-3h, k, kph, et, parveke",Korppaantie 2,Haaga,Helsinki,349 000,55,1940,Omistusasunto
510,"Rivitalo | 3h, k, khh, s, erill. wc, lasiterassi, autokatos, var.",Kouknipunvahe 8 as,,Rauma,209 000,80,2008,Omistusasunto
511,"Kerrostalo | 2h, k",Atanväylä 6 A,Atala,Tampere,158 700,"41,5",2017,Omistusasunto
512,"Omakotitalo | 3h, k, s, ullakkotilaa",Uuninperäntie 5,Lamminpää,Tampere,189 000,85,-,Omistusasunto
513,"Kerrostalo | 3h, k",Pöytäalhontie 103 B,Pöytäalho,Järvenpää,179 000,77,1984,Omistusasunto
514,"Omakotitalo | 4h, k, takkah.kph, s",Isokartanontie 1,Pohja,Raasepori,110 000,112,1977,Omistusasunto
515,"Kerrostalo | 2h, k, s",Kauppatie 9 A,Hyrylä,Tuusula,205 000,"65,5",1999,Omistusasunto
516,"Kerrostalo | 1h, k, kph / wc",Koulukatu 15-17 B,Pyynikki,Tampere,157 000,31,1969,Omistusasunto
517,"Omakotitalo | 5h, 2 k, 2wc, parveke, s, kph",Muuntajapolku 4 B,Kuokkala,Lempäälä,220 000,157,1962,Omistusasunto
518,"Omakotitalo | 5-6h, k, 2 x wc, vth, pkh, kph, s, autotalli",Veijolankatu 11,Keskilohja,Lohja,198 000,144,1949,Omistusasunto
519,"Kerrostalo | 1h, k",Museokatu 12,Keskusta,Vaasa,99 500,34,1984,Omistusasunto
520,"Kerrostalo | 2h, k, ph, parveke",Hakamäentie 4 A,Toijala,Akaa,67 000,50,1962,Omistusasunto
521,Kerrostalo | 2h + k + kph / wc,Sairaalanrinne 4,Kontinkangas,Oulu,42 500,45,1972,Omistusasunto
522,Kerrostalo | 3h + k + kph / wc,Sairaalanrinne 4 H,Kontinkangas,Oulu,51 000,79,1971,Omistusasunto
523,"Rivitalo | 3h, k, ph, s",Pallopuistontie 1,Hyllykallio,Seinäjoki,120 000,80,1985,Omistusasunto
524,Omakotitalo | 4h + k + s + at,Laivurintie 21,Toppila,Oulu,79 000,100,1949,Omistusasunto
525,Rivitalo | 2h + k + kph + s + vh,Rimpemattilankatu 7,,Kannus,39 000,54,1988,Omistusasunto
526,Omakotitalo | 5h + aula + k + rt + 2x kph + s + vh + khh + at,Korpelantie 12,Metsäkorpi,Riihimäki,348 000,"145,5",2013,Omistusasunto
527,Kerrostalo | 2h + k + kph + las.p (yhtiöj.1h + tupak),Kuvernöörintie 14,Laajasalo,Helsinki,199 000,46,2002,Omistusasunto
528,"Rivitalo | 3h, k, kph / wc, s, wc, ak, terassipiha",Lehtolankierto 3,Martinlehto,Hyvinkää,198 000,80,2005,Omistusasunto
529,"Omakotitalo | 5h, k, 2xwc, khh, s / kylpyläos., vh, kylmävar., at, var, ak, terassi.",Kirkkokuja 65,Minkiö,Jokioinen,210 000,212,1995,Omistusasunto
530,Kerrostalo | 1h + tupak,Helokantie 1-5,Keltinmäki,Jyväskylä,35 000,44,1977,Omistusasunto
531,"Omakotitalo | 5h + k, s, khh, 2 wc, at",Oikotie 4,Pietilä,Jämsä,136 000,96,1981,Omistusasunto
532,"Kerrostalo | 1h, k, kph",Merikoskenkatu 8,Tuira,Oulu,136 000,38,1959,Omistusasunto
533,Kerrostalo | 3h + k + wc / kph + vh + lasitettu parveke,Hiihtomäentie 16,Herttoniemi,Helsinki,340 000,"62,5",1956,Omistusasunto
534,"Omakotitalo | 3 h + tupakeittiö, sauna, pesuhuone, kodinhoitohuone, erillinen suihku / wc, et",Untamalantie 770,Ylistaro,Seinäjoki,98 000,73,1993,Omistusasunto
535,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C 154,Tapiola,Espoo,938 400,102,2024,Omistusasunto
536,Omakotitalo | 2h + k / ylakerta 1h + k,Suupohjantie 155,,Seinäjoki,35 000,80,1956,Omistusasunto
537,"Rivitalo | 3h, k, kph, terassi (Yj. 3 h + k)",Jäkärläntie 6-8,Vesala,Helsinki,219 000,80,1977,Omistusasunto
538,"Kerrostalo | Avokeittiö, kaksi makuuhuonetta, pesutila / wc, vaatehuone, eteinen ja parveke",Neilikkatie 6,Tikkurila,Vantaa,305 000,63,2016,Omistusasunto
539,Kerrostalo | 2h + k + kph,Otavantie 7 C 26,Lauttasaari,Helsinki,349 000,45,1940,Omistusasunto
540,"Omakotitalo | 5h, k, saunaosasto, vh, aula, et, wc",Jakkalantie 165,Suittila,Lohja,279 000,130,-,Omistusasunto
541,Luhtitalo | 1H + kk,Ukonkellontie 4,Sarvvik,Kirkkonummi,159 800,"28,5",2017,Omistusasunto
542,Omakotitalo | Oh + 2 mh + k + s + ph + kuisti,Pertunmaantie 880,Toivola,Mäntyharju,88 500,109,1991,Omistusasunto
543,"Kerrostalo | 3h, k, kph, lasitettu parveke (yhtiöjärj 3h + k)",Kulosaaren Puistotie 46,Kulosaari,Helsinki,88 500,70,1960,Omistusasunto
544,"Kerrostalo | 2h, k, psh, p",Eino Leinon katu 11-13,Kauriala,Hämeenlinna,93 500,"52,5",1950,Omistusasunto
545,"Omakotitalo | 4h, k, 2*wc, kph, s + autotot / var.",Hoitajantie 1,Kellokoski,Tuusula,268 000,99,1985,Omistusasunto
546,"Rivitalo | 3h, k, wc, khh, psh, s, vh",Kikaristonkuja 8,Papinniitty,Hämeenlinna,99 000,78,1973,Omistusasunto
547,Rivitalo | 3h + k + s,Kiekerötie 4 C,Ounasrinne,Rovaniemi,99 000,85,1981,Omistusasunto
548,"Kerrostalo | 2h, keittiö, parveke, vh, kph, eril. wc",Isokaari 29,Lauttasaari,Helsinki,414 000,55,1965,Omistusasunto
549,"Omakotitalo | 4 h, k, rt, s, 2xkph, khh, hh, 3xerill.wc, terassi",Tierankatu 11,Härmälä,Tampere,340 000,139,1938,Omistusasunto
550,Omakotitalo | 4h + k + th + kph + wc + s + 2 vh + 2 var + at,Koulurinne 18,,Kristiinankaupunki,157 000,136,1978,Omistusasunto
551,Kerrostalo | 3h + k + kph + s + p,Puutarhakatu 13 A,Kotkansaari,Kotka,134 000,76,1981,Omistusasunto
552,Omakotitalo | 2mh + tpk + kph + s,Kaunismäentie 25,Tervajoki,Vaasa,218 000,110,2005,Omistusasunto
553,Omakotitalo | 4-6 h + ph + k + 2 x WC + khh + sauna,Metsäkaukontie 38,Kaivola,Salo,142 000,100,1928,Omistusasunto
554,"Kerrostalo | 1 h, kk, p",Kaituentie 46,Laajalampi,Mikkeli,29 000,36,1976,Omistusasunto
555,"Omakotitalo | olohuone, ruokiluhuone, keittiö, takkahuone, khh, ph, sauna, wc, (etä)työhuone, iso autotalli",Sääksentie 15,Toejoki,Pori,182 000,124,1987,Omistusasunto
556,Kerrostalo | 4h + k,Ojalankatu 22,Puolimatka,Hyvinkää,147 500,89,1966,Omistusasunto
557,"Rivitalo | 2h, k, kph / s, eril.wc, terassi, varasto",Kaukasenkatu 2,Renkomäki,Lahti,137 000,65,1994,Omistusasunto
558,Kerrostalo | 3h + k + kph + vh + lasitettu parveke,Lintukallionrinne 7 E,Martinlaakso,Vantaa,145 000,"75,5",1975,Omistusasunto
559,"Erillistalo | 5h, k, s, th, khh, 2wc",Kalhutie 15,Lämsänjärvi,Oulu,279 000,146,1982,Omistusasunto
560,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C 192,Tapiola,Espoo,1 171 500,"106,5",2024,Omistusasunto
561,Kerrostalo | 1h + k + kph + parvi,Lönnrotinkatu 23 A 15,Kamppi,Helsinki,230 000,"19,6",1925,Omistusasunto
562,Paritalo | 3h + k + 2kph + s + vh + p + ter + piha,Kultapiiskuntie 6 A 1,Haikkoo,Porvoo,259 000,"100,5",2008,Omistusasunto
563,Kerrostalo | 2h + k,Koppönkatu 4,,Kristiinankaupunki,64 300,54,1970,Omistusasunto
564,Kerrostalo | 2h + k + p,Lentäjäntie 12 As,Leiri,Lappeenranta,128 000,"54,4",1954,Omistusasunto
565,"Omakotitalo | Tupakeittiö, 2-3 huonetta, kesähuone vintillä",Korvenkyläntie 477,Oriharo,Kärkölä,190 000,112,1935,Omistusasunto
566,Kerrostalo | 2h + kk + s + p,Tilkantori 10,Pikku Huopalahti,Helsinki,235 000,"44,5",1992,Omistusasunto
567,"Omakotitalo | 3mh, oh, k, khh, ph / s, et at, v ja ak",Pollentie 12,,Pori,224 000,"137,4",2004,Omistusasunto
568,Kerrostalo | 2h + k + kph + s + las.parv,Heinäpellontie 26 B 10,Tapaninkylä,Helsinki,209 000,55,1985,Omistusasunto
569,"Kerrostalo | 2h, avok, kph",Sturenkatu 31,Vallila,Helsinki,340 000,"43,6",1925,Omistusasunto
570,"Kerrostalo | 3h, k",Koivusaarenkatu 7 as,Tölö,Forssa,69 500,"72,5",1982,Omistusasunto
571,Kerrostalo | 2h + k + las.p,Rautalankatu 5 B,Nättinummi,Turku,117 000,"60,5",1980,Omistusasunto
572,"Omakotitalo | 5h, k, s",Atolantie 29,Könönpelto,Varkaus,218 000,135,2005,Omistusasunto
573,"Omakotitalo | 4h, k, s",Pajulantie 121,Kepola,Säkylä,62 000,75,1959,Omistusasunto
574,"Rivitalo | 2h, k, s",Kangastie 1 A,Pöykkölä,Rovaniemi,93 500,54,1985,Omistusasunto
575,"Omakotitalo | 5h, k, kph / s / wc, khh, eril.wc, 2vh, parvi, varasto, autokatos",Arvonkatu 25,Ahtiala,Lahti,169 000,122,1990,Omistusasunto
576,"Kerrostalo | 4h, k, psh / s, wc, lasitettu parveke",Marsinkatu 4 B,Peltosaari,Riihimäki,91 000,93,1986,Omistusasunto
577,"Omakotitalo | 4h, k, kph, khh, s, wc, takkahuone, vh",Kiiminkijoentie 1048,Kiiminki,Oulu,189 000,138,1987,Omistusasunto
578,Kerrostalo | 2h + kk + kph + vh + p,Valurinkuja 1 B,Värttö,Oulu,119 000,"49,5",1973,Omistusasunto
579,"Omakotitalo | 3mh, oh, k, kph, s, wc, pukuhuone, varasto, autotalli",Annantie 16,Petjärvi,Loviisa,118 000,100,1972,Omistusasunto
580,"Omakotitalo | 3h, k, kh, s",Muurainpolku 8,Pellilä,Jokioinen,120 000,111,1979,Omistusasunto
581,Rivitalo | 3h + k + s,Kiventie 6,Soramäki,Hollola,124 500,79,1979,Omistusasunto
582,Luhtitalo | 1h + tupak + s,Hansinkatu 8,Asola,Vantaa,"13 239,96",43,1994,Asumisoikeusasunto
583,Rivitalo | 3h + k + s,Majavapolku 4,Korso,Vantaa,"25 726,55","71,5",1996,Asumisoikeusasunto
584,Luhtitalo | 2h + k + s,Hansinkatu 8,Asola,Vantaa,"16 285,04",56,1994,Asumisoikeusasunto
585,Kerrostalo | 3h + k + s,"Konttilukinkatu 15 A, Siivekkeenkatu 1 B",Härmälänranta,Tampere,"44 094,85","71,5",2020,Asumisoikeusasunto
586,Kerrostalo | 3h + kt + s,Peltotie 2,Siilinpää,Siilinjärvi,"29 071,89","62,5",2018,Asumisoikeusasunto
587,Kerrostalo | 4h + kt + s,Honkakuusenkatu 5 A,Vuores,Tampere,"42 716,19","76,5",2021,Asumisoikeusasunto
588,Kerrostalo | 2h + kt + s,Lepinkäisenkatu 6,Kärpänen,Lahti,"25 503,52",51,2018,Asumisoikeusasunto
589,Kerrostalo | 4h + k + s,Lahdenkatu 41,Keski-Lahti,Lahti,"31 865,84",97,1998,Asumisoikeusasunto
590,Kerrostalo | 3h + kt,Opistokuja 16 B-C,Hatsala,Kuopio,36 217,65,-,Asumisoikeusasunto
591,"Omakotitalo | 5-6h + k / rt + kph / s + khh + 2wc, Autotalli",Listekuja 3,Rekiälä,Kangasala,495 000,"190,5",2005,Omistusasunto
592,Kerrostalo | 4h + kt + s,Vanainkatu 33 A,Asemanranta,Hämeenlinna,"33 454,04",77,-,Asumisoikeusasunto
