,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
794,Erillistalo | 4h + avok + khh + s + var,Höylätie 11 B 2,Vapaala,Vantaa,469 000,118,2023,Omistusasunto
795,Rivitalo | 4h + k + s + kph + kodinh + wc + yk:n kph / wc + 2vh + ransk.p + pihavar + lasipergola + at.paikka,Kaukametsänkatu 5 C,Annala,Tampere,268 000,"98,5",2001,Omistusasunto
796,"Kerrostalo | 4h, avok, saunaos., wc, lasit. parveke",Sompasaarenlaituri 16 A 1,Kalasatama,Helsinki,859 000,96,2021,Omistusasunto
797,"Kerrostalo | 4h, k, kph, wc, lasit., parveke",Sompasaarenlaituri 16 B 38,Kalasatama,Helsinki,729 000,"86,5",2021,Omistusasunto
798,Kerrostalo | 3h + k + kph + p (Yhtiöjärjestyksen mukaan 3h + k + khwc + p),Koskelantie 25 C,Käpylä,Helsinki,345 000,62,-,Omistusasunto
799,"Kerrostalo | 2h, k, s",Ruutikellarinkatu 6,Pihlajalaakso,Kuopio,175 000,56,2012,Omistusasunto
800,"Kerrostalo | 2h, k",Happotie 6 as,Pallo-Tyysterniemi,Lappeenranta,63 000,"50,5",1964,Omistusasunto
801,"Kerrostalo | 2h, k, kph, parv",Matinkatu 20,Matinkylä,Espoo,63 000,"59,5",1973,Omistusasunto
802,"Omakotitalo | 4h, k, rt, kph, s, wc, vh, at",Niemelänkatu 34B,Pyhätön,Heinola,93 000,103,1976,Omistusasunto
803,"Kerrostalo | 4h, avok, saunaos., erill. wc, lasitettu parveke",Sompasaarenlaituri 16 A 7,Kalasatama,Helsinki,889 000,96,2021,Omistusasunto
804,Kerrostalo | 3h + kt + las.parveke,Itätuulenkuja 10 C 191,Tapiola,Espoo,770 000,70,2024,Omistusasunto
805,Rivitalo | 2h + k + ph + s + wc + var + at,Kunnaksentie 4 D,Yttilä,Säkylä,34 000,58,1984,Omistusasunto
806,Omakotitalo | 4h + k + tupak + vh + kph + s + wc + khh + p + var,Pulmankijärventie 40,Nuorgam,Utsjoki,0,145,2010,Omistusasunto
807,Omakotitalo | 5h + k + psh + s,Lähdekuja 6,Törö,Ähtäri,75 000,"106,2",1974,Omistusasunto
808,"Kerrostalo | 1h, kk, kph, vh",Wivi Lönnin katu 7,Keskusta,Jyväskylä,69 000,21,1958,Omistusasunto
809,Paritalo | 5H + KT + S + VAR + autokatospaikka ja tekninen tila,Meriviitantie 14 E10,Saunalahti,Espoo,549 900,"125,5",2022,Omistusasunto
810,"Kerrostalo | Tupakeittiö, mh, et, psh, s",Kitkantie 15 A,Keskusta,Kuusamo,72 000,"56,5",2003,Omistusasunto
811,Kerrostalo | 1h + k + kph + lasitettu parveke,Nahkurintie 9,Hyrylä,Tuusula,119 000,34,1979,Omistusasunto
812,"Rivitalo | 2h, k, s",Isokuovintie 6 C 12,Oulunsalo,Oulu,92 000,"47,5",1996,Omistusasunto
813,Erillistalo | 4h + kt + s + varasto + autokatospaikka 2kpl,Veininmäki 4 4A,Laaksolahti,Espoo,496 900,98,2023,Omistusasunto
814,Rivitalo | 3h + k + kph + s + p + var,Niemenmaantie 30,,Pirkkala,269 000,82,1999,Omistusasunto
815,Omakotitalo | 3mh + oh + th + aula + k + khh + ph + s + kph + vh + wc + autokatos / varasto,Sorosenniementie 58,Taavetti,Luumäki,279 000,162,2012,Omistusasunto
816,"Erillistalo | 3-4h, k, s, wc, vh, var",Tähkäniitynkatu 6,Olkahinen,Tampere,239 000,84,1985,Omistusasunto
817,"Rivitalo | 3h, k, s",Katajatie 64,Roukonperä,Valkeakoski,239 000,79,1991,Omistusasunto
818,"Kerrostalo | 3h, k",Vuorikatu 34 B,Keskusta,Kuopio,109 000,73,1976,Omistusasunto
819,Luhtitalo | 4h + k + kh + s + p (yj 4h + k + kh),Lähderanta 2,Lähderanta,Espoo,275 000,89,1962,Omistusasunto
820,Kerrostalo | 3H + K + S,Kirkkotie 3 C5,Keskusta,Kempele,135 000,"79,5",1998,Omistusasunto
821,"Kerrostalo | 2h, kk, kph, vh",Huttulantie 8,Keskusta,Joutsa,25 000,"45,5",1982,Omistusasunto
822,"Omakotitalo | 6h, tkh, k, apk, vh, s, 2xwc, autokatos, varasto",Jaalankatu 1,Isokytö,Järvenpää,368 000,"169,5",1976,Omistusasunto
823,Omakotitalo | 3mh + oh + k + 2wc + khh + 2vh + ph + s,Kalaholmantie 4,Väinölä,Pori,219 000,136,1998,Omistusasunto
824,"Rivitalo | 2h, k, s",Kalliotörmänkatu 11,Saaristokaupunki,Kuopio,159 000,50,2020,Omistusasunto
825,Omakotitalo | 2h + k + s,Ketolankuja 25,Ketola,Kokemäki,51 000,65,1950,Omistusasunto
826,Omakotitalo | 3mh + oh + k + kph + s,Urheilupolku 16,Kotimäki,Jyväskylä,97 000,-,1949,Omistusasunto
827,Kerrostalo | 2h + k + kph,Kullervonkatu 1-3,Tammela,Tampere,208 000,"53,5",1970,Omistusasunto
828,"Rivitalo | 3h, k, s, ak, var",Jaakkolantie 23 D,Jaakkola,Kerava,185 000,78,1974,Omistusasunto
829,"Kerrostalo | 1h, k, kph / wc + las.parveke",Oikokuja 4,Keskusta,Järvenpää,129 500,"40,5",1973,Omistusasunto
830,Kerrostalo | 4h + kt + s + vh + khh + las.parvekkeet 3 kpl,Itätuulenkuja 10 C 193,Tapiola,Espoo,2 192 400,174,2024,Omistusasunto
831,Kerrostalo | 2h + kk + s,Niittymaanaukea 8,Niittykumpu,Espoo,308 000,"47,5",2005,Omistusasunto
832,"Kerrostalo | 1h, avokeittiö, kph (Yj:n mukaan 1h + kk)",Lauttasaarentie 37,Lauttasaari,Helsinki,209 000,21,1961,Omistusasunto
833,Paritalo | 4H + K + S,Pilketie 7B,Kiulukangas,Oulu,279 900,92,2016,Omistusasunto
834,"Omakotitalo | 2h, tupak, ph, erill. wc, s",Puhakantie 266,Lievestuore,Laukaa,98 000,120,1920,Omistusasunto
835,"Omakotitalo | 3h, keittiö, kph, pkh, sauna, wc, tekn.tila, autotalli / varasto",Kurkelantie 244,Kurkela,Lieto,105 000,81,1954,Omistusasunto
836,Omakotitalo | 6h + sali + tupak + wc + 2xkph + vh + 2 x et + veranta + leivintupa + khh + varasto- ja askartelutilaa,Levauksentie 17,Paattinen,Turku,498 000,220,1932,Omistusasunto
837,Kerrostalo | 2 h + k,Kurteninkatu 13 L 64,Hietalahti,Vaasa,79 000,54,1966,Omistusasunto
838,"Kerrostalo | 2h, k, kph, las.p",Peltolantie 21,Tikkurila,Vantaa,172 000,58,1976,Omistusasunto
839,Omakotitalo | 4h + k + khh + kph + s + wc,Sorrontie 21,Pohjankylä,Kalajoki,146 000,170,1955,Omistusasunto
840,Omakotitalo | 4h + k + rt + kph + s + khh + 2 x vh + 2 x wc + p,Kihlontie 4,Pyhämaa,Uusikaupunki,598 000,154,2013,Omistusasunto
841,Kerrostalo | 4h + avok + wc + wc / kph + parveke,Tinatie 5,Haaga,Helsinki,319 000,"84,5",1980,Omistusasunto
842,"Kerrostalo | 1h, kk",Tapionkatu 1 B,Imatrankoski,Imatra,33 000,41,1971,Omistusasunto
843,"Kerrostalo | 1h, kk, wc / kph, parv. (Yht.järj. mukaan 1h, kk)",Kalliokuja 2,Myllymäki,Hämeenlinna,83 000,32,1074,Omistusasunto
844,Kerrostalo | 1H + KT + PARVEKE (4.krs),Honkakuusenkatu 17,Vuores,Tampere,122 000,23,2022,Omistusasunto
845,"Kerrostalo | 1h, kk",Takajärventie 24 B,Syväkangas,Kemi,12 000,31,1966,Omistusasunto
846,"Rivitalo | 4h, k, vh, kph, s, varasto (yj 4h + k + s)",Seilikaari 12,Mankkaa,Espoo,420 000,95,1982,Omistusasunto
847,"Rivitalo | 1h, tupak, s",Kellarimestarinkuja 1 as,Luuniemi,Iisalmi,125 000,"46,7",2011,Omistusasunto
848,"Rivitalo | 2h, k, kph, s",Viljontie 1 as,,Somero,62 500,58,1977,Omistusasunto
849,"Kerrostalo | 3h, avok, ph / wc, 2x vh, kellari",Polvikatu 5,Juhannuskylä,Tampere,369 000,85,1915,Omistusasunto
850,Omakotitalo | 4h + k,Isonkiventie 9,Jyskä,Jyväskylä,69 000,92,1942,Omistusasunto
851,Kerrostalo | 2h + k,Kaartotie 2 A,Rytikari,Kemi,10 000,"52,5",1958,Omistusasunto
852,Kerrostalo | 3h + k + kph + vh,Rehbinderintie 15 B,Eira,Helsinki,1 295 000,"86,5",-,Omistusasunto
853,Kerrostalo | 3h + k + kph / wc + lasitettu parveke,Kauppapuistikko 24,Keskusta,Vaasa,159 000,67,1964,Omistusasunto
854,"Omakotitalo | 4h, k, ask.h., kph, ph, s",Odilammentie 12,Kalajärvi,Espoo,370 000,110,1970,Omistusasunto
855,"Paritalo | 3mh, 3oh, k, 3wc, s, kph, vh, khh, 3p, 2var, autokatos",Pastorinkuja 1,Papinsaari,Turku,869 000,174,2019,Omistusasunto
856,"Kerrostalo | 2h, kk, kph",Tapulikatu 5 C,Martti,Turku,199 000,46,1954,Omistusasunto
857,"Omakotitalo | 4h, k, s, autotalli, huvimaja",Suotie 6,Västervik,Vaasa,170 000,120,1968,Omistusasunto
858,Kerrostalo | 2h + k,Perkkiönkatu 12 C,Jäkärlä,Turku,59 500,42,1985,Omistusasunto
859,Omakotitalo | 6h + k + rt + kph + s + yläkerran aula,Välketie 11,Vehmersalmi,Kuopio,465 000,"157,5",2011,Omistusasunto
860,Rivitalo | 2H + K + S,Kiurunkatu 1,Piispanristi,Kaarina,"22 436,63","59,5",2003,Asumisoikeusasunto
861,"Rivitalo | 2h, avokeittiö, psh, sauna, wc ja katettu terassi",Liljantie 1,Turenki,Janakkala,108 000,58,1990,Omistusasunto
862,"Omakotitalo | 4mh, oh, k, th, kph, s, wc",Täkytie 13,Pyykösjärvi,Oulu,149 000,124,1973,Omistusasunto
863,Omakotitalo | 4h + k + s,Leipurintie 6 b,,Laihia,239 000,"123,5",2007,Omistusasunto
864,"Omakotitalo | oh, rh, k, 5mh, 7vh, khh, puku, 2kph, s, 2wc",Maahistenkuja 16,Moisio,Turku,649 000,"220,5",2013,Omistusasunto
865,Kerrostalo | 2h + kk + sauna,Höyläkuja 2,Ahjo,Kerava,156 000,"48,5",2007,Omistusasunto
866,Kerrostalo | 2h + avok + kph / wc + las.parveke,Luostarinkatu 24,Keskusta,Naantali,255 000,58,2020,Omistusasunto
867,"Kerrostalo | 1h, tupak., kph / wc, vh, ransk.p.",Lentovarikonkatu 2 B,Härmälänranta,Tampere,159 000,39,2016,Omistusasunto
868,"Kerrostalo | 3h, k, kph, lasitettu parveke",Venlankatu 3,Kirjavatolppa,Hyvinkää,85 000,67,1965,Omistusasunto
869,Rivitalo | 3h + k + s + wc + vh,Konnuntekijäntie 1,Keskusta,Kuusamo,80 000,79,1977,Omistusasunto
870,"Paritalo | 4h, k, s + varastotilat",Knaapilantie 20,Lahela,Tuusula,319 000,115,2001,Omistusasunto
871,Paritalo | 3h + k + s,Pellavakaski 1 H,Latokaski,Espoo,224 000,"80,5",1978,Omistusasunto
872,"Rivitalo | 3h, k, kph, vh",Haikalantie 3,Haikala,Nurmijärvi,172 000,80,1973,Omistusasunto
873,"Paritalo | 5h, k, kph, s, khh, erill. wc, ak",Rounionkatu 74,Keskusta,Nokia,359 000,114,2016,Omistusasunto
874,"Omakotitalo | 5-6 h, k, takkahuone, kirjasto, 2 kph, 3 wc, khh, s, autotalli / talousrakennus, saunarakennus",Kipparinkuja 2-4,Tammisaari,Raasepori,515 000,"193,5",1990,Omistusasunto
875,Rivitalo | 2h + tk (yj:n mukaan 3h + k),Mustikkatie 26,Rypysuo,Kuopio,133 000,65,1974,Omistusasunto
876,Rivitalo | 3H + K + S + at,Vanamopolku 2,Gerby,Vaasa,164 000,"74,5",1986,Omistusasunto
877,Kerrostalo | 2h + kk,Kulmavuorenkatu 2,Sörnäinen,Helsinki,319 000,51,1935,Omistusasunto
878,"Kerrostalo | 3h, k, vh, kph / wc, lasitettu parveke",Mariankatu 7-9,Keskusta,Porvoo,187 000,"81,5",1975,Omistusasunto
879,Kerrostalo | 3h + k + s,Urheilutie 8 D,Jokiniemi,Vantaa,299 000,74,2008,Omistusasunto
880,"Kerrostalo | 2h, kk, kph, las.parveke",Neulapadontie 3,Myllypuro,Helsinki,172 000,43,1964,Omistusasunto
881,"Omakotitalo | 4h, avokeittiö, takkahuone, khh, kh, s",Iiksenniityntie 24,Iiksenniitty,Kontiolahti,179 000,"104,5",1994,Omistusasunto
882,Omakotitalo | 4h + k + s + kph + khh + vh + 3wc + terassi,Suvituulenkaarre 6,Siiri,Hämeenlinna,339 500,127,2015,Omistusasunto
883,"Kerrostalo | 2h, kk, kph / wc",Raiskionkatu 1,Tesoma,Tampere,99 000,48,1966,Omistusasunto
884,Kerrostalo | 2h + kt,Paloisvuorentie 18,Lippuniemi,Iisalmi,34 500,"31,5",1973,Omistusasunto
885,"Omakotitalo | 2 mh, oh, k, ph, s, wc x 2",Korpi-Jaakonkatu 5,Vehkalahti,Joensuu,89 000,117,1980,Omistusasunto
886,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C149,Tapiola,Espoo,298 900,"30,5",2024,Omistusasunto
887,"Kerrostalo | 4h + kt + s + vh + khh + parveke n. 22,5 m2,25 m2,6, 5 m2",Itätuulenkuja 10 C193,Tapiola,Espoo,2 192 400,174,2024,Omistusasunto
888,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2",Itätuulenkuja 10 C196,Tapiola,Espoo,540 350,"50,5",2024,Omistusasunto
889,"Kerrostalo | 3h + kt + s + parveke n. 29,5 m2",Itätuulenkuja 10 C195,Tapiola,Espoo,1 107 000,"102,5",2024,Omistusasunto
890,"Kerrostalo | 2h + kt + parveke n. 13,5 m2",Itätuulenkuja 10 C194,Tapiola,Espoo,495 000,45,2024,Omistusasunto
891,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C192,Tapiola,Espoo,1 171 500,"106,5",2024,Omistusasunto
892,Kerrostalo | 3h + kt + parveke n. 15 m2,Itätuulenkuja 10 C191,Tapiola,Espoo,770 000,70,2024,Omistusasunto
893,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C189,Tapiola,Espoo,318 600,"29,5",2024,Omistusasunto
894,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2",Itätuulenkuja 10 C190,Tapiola,Espoo,509 850,"49,5",2024,Omistusasunto
895,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C188,Tapiola,Espoo,318 600,"29,5",2024,Omistusasunto
896,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C187,Tapiola,Espoo,398 950,"39,5",2024,Omistusasunto
897,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C186,Tapiola,Espoo,1 111 800,102,2024,Omistusasunto
898,Kerrostalo | 3h + kt + parveke n. 15 m2,Itätuulenkuja 10 C183,Tapiola,Espoo,712 400,"68,5",2024,Omistusasunto
899,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C184,Tapiola,Espoo,1 040 000,104,2024,Omistusasunto
900,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C181,Tapiola,Espoo,312 700,"29,5",2024,Omistusasunto
901,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2",Itätuulenkuja 10 C182,Tapiola,Espoo,499 950,"49,5",2024,Omistusasunto
902,"Kerrostalo | 1h, k, s, p",Välilahdentie 3,Julkula,Kuopio,68 000,39,1980,Omistusasunto
903,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C180,Tapiola,Espoo,312 700,"29,5",2024,Omistusasunto
904,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C178,Tapiola,Espoo,1 040 400,102,2024,Omistusasunto
905,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C179,Tapiola,Espoo,391 050,"39,5",2024,Omistusasunto
906,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C176,Tapiola,Espoo,998 400,104,2024,Omistusasunto
907,"Kerrostalo | 4-5h + kt + s + parveke n. 29,5 m2",Itätuulenkuja 10 C139,Tapiola,Espoo,912 250,"102,5",2024,Omistusasunto
908,Kerrostalo | 3h + kt + parveke n. 15 m2,Itätuulenkuja 10 C175,Tapiola,Espoo,698 700,"68,5",2024,Omistusasunto
909,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2",Itätuulenkuja 10 C174,Tapiola,Espoo,490 050,"49,5",2024,Omistusasunto
910,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C172,Tapiola,Espoo,306 800,"29,5",2024,Omistusasunto
911,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C173,Tapiola,Espoo,306 800,"29,5",2024,Omistusasunto
912,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C171,Tapiola,Espoo,383 150,"39,5",2024,Omistusasunto
913,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C170,Tapiola,Espoo,999 600,102,2024,Omistusasunto
914,"Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 22,5 m2,11 m2",Itätuulenkuja 10 C169,Tapiola,Espoo,1 103 850,"111,5",2024,Omistusasunto
915,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C168,Tapiola,Espoo,977 600,104,2024,Omistusasunto
916,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2",Itätuulenkuja 10 C166,Tapiola,Espoo,480 150,"49,5",2024,Omistusasunto
917,Kerrostalo | 3h + kt + parveke n. 15 m2,Itätuulenkuja 10 C167,Tapiola,Espoo,685 000,"68,5",2024,Omistusasunto
918,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C165,Tapiola,Espoo,300 900,"29,5",2024,Omistusasunto
919,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C164,Tapiola,Espoo,300 900,"29,5",2024,Omistusasunto
920,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C163,Tapiola,Espoo,375 250,"39,5",2024,Omistusasunto
921,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C162,Tapiola,Espoo,958 800,102,2024,Omistusasunto
922,Kerrostalo | 3h + kt + parveke n. 15 m2,Itätuulenkuja 10 C159,Tapiola,Espoo,671 300,"68,5",2024,Omistusasunto
923,"Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 22,5 m2,11 m2",Itätuulenkuja 10 C161,Tapiola,Espoo,1 036 950,"111,5",2024,Omistusasunto
924,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C160,Tapiola,Espoo,956 800,104,2024,Omistusasunto
925,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2",Itätuulenkuja 10 C158,Tapiola,Espoo,470 250,"49,5",2024,Omistusasunto
926,"Omakotitalo | 3h, k, kph, s",Puomikuja 3,Hämeenkoski,Hollola,159 000,62,2008,Omistusasunto
927,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C157,Tapiola,Espoo,295 000,"29,5",2024,Omistusasunto
928,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C156,Tapiola,Espoo,295 000,"29,5",2024,Omistusasunto
929,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C155,Tapiola,Espoo,367 350,"39,5",2024,Omistusasunto
930,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C154,Tapiola,Espoo,938 400,102,2024,Omistusasunto
931,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C148,Tapiola,Espoo,294 000,30,2024,Omistusasunto
932,"Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 11 m2 ja 22,5 m2",Itätuulenkuja 10 C145,Tapiola,Espoo,985 600,112,2024,Omistusasunto
933,"Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 22,5 m2,11 m2",Itätuulenkuja 10 C153,Tapiola,Espoo,1 003 500,"111,5",2024,Omistusasunto
934,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C147,Tapiola,Espoo,364 000,40,2024,Omistusasunto
935,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2 + sis.viilennyksen",Itätuulenkuja 10 C146,Tapiola,Espoo,922 500,"102,5",2024,Omistusasunto
936,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C152,Tapiola,Espoo,936 000,104,2024,Omistusasunto
937,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C142,Tapiola,Espoo,292 800,"30,5",2024,Omistusasunto
938,Kerrostalo | 3h + kt + parveke n. 15 m2,Itätuulenkuja 10 C151,Tapiola,Espoo,657 600,"68,5",2024,Omistusasunto
939,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C144,Tapiola,Espoo,894 400,104,2024,Omistusasunto
940,"Kerrostalo | 2h + kt + vh + parveke n. 12,5 m2 ja terassi 16 m2",Itätuulenkuja 10 C150,Tapiola,Espoo,460 350,"49,5",2024,Omistusasunto
941,Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 24 m2,Itätuulenkuja 10 C138,Tapiola,Espoo,974 400,112,2024,Omistusasunto
942,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C140,Tapiola,Espoo,356 000,40,2024,Omistusasunto
943,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C141,Tapiola,Espoo,288 000,30,2024,Omistusasunto
944,"Kerrostalo | 3h + kt + parveke n.15 m2, terassi 18 m2 + sis.viilennyksen",Itätuulenkuja 10 C143,Tapiola,Espoo,643 900,"68,5",2024,Omistusasunto
945,"Kerrostalo | 4h + kt + s + vh + khh + parveke n. 13 m2 ja 15,5 m2",Itätuulenkuja 10 C136,Tapiola,Espoo,1 293 600,132,2024,Omistusasunto
946,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C134,Tapiola,Espoo,285 000,30,2024,Omistusasunto
947,Kerrostalo | 3h + kt + s + vh + parveke n. 25 m2,Itätuulenkuja 10 C137,Tapiola,Espoo,884 000,104,2024,Omistusasunto
948,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C135,Tapiola,Espoo,289 750,"30,5",2024,Omistusasunto
949,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C133,Tapiola,Espoo,352 000,40,2024,Omistusasunto
950,"Kerrostalo | 3h + kt + s + vh + parveke n. 25,5 m2",Itätuulenkuja 10 C130,Tapiola,Espoo,873 600,104,2024,Omistusasunto
951,"Kerrostalo | 4-5h + kt + s + parveke n. 29,5 m2",Itätuulenkuja 10 C132,Tapiola,Espoo,902 000,"102,5",2024,Omistusasunto
952,Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 24 m2,Itätuulenkuja 10 C131,Tapiola,Espoo,963 200,112,2024,Omistusasunto
953,"Kerrostalo | 4h + kt + s + vh + khh + parveke n. 13 m2 ja 15,5 m2",Itätuulenkuja 10 C129,Tapiola,Espoo,1 254 000,132,2024,Omistusasunto
954,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C128,Tapiola,Espoo,286 700,"30,5",2024,Omistusasunto
955,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C127,Tapiola,Espoo,282 000,30,2024,Omistusasunto
956,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C126,Tapiola,Espoo,348 000,40,2024,Omistusasunto
957,"Kerrostalo | 3h + kt + s + vh + parveke n. 25,5 m2",Itätuulenkuja 10 C123,Tapiola,Espoo,863 200,104,2024,Omistusasunto
958,"Kerrostalo | 4-5h + kt + s + parveke n. 29,5 m2",Itätuulenkuja 10 C125,Tapiola,Espoo,891 750,"102,5",2024,Omistusasunto
959,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C121,Tapiola,Espoo,283 650,"30,5",2024,Omistusasunto
960,Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 24 m2,Itätuulenkuja 10 C124,Tapiola,Espoo,952 000,112,2024,Omistusasunto
961,"Kerrostalo | 4h + kt + s + vh + khh + parveke n.13 m2 ja 15,5 m2",Itätuulenkuja 10 C122,Tapiola,Espoo,1 188 000,132,2024,Omistusasunto
962,"Kerrostalo | 2h + kt + parveke n. 12,5 m2",Itätuulenkuja 10 C119,Tapiola,Espoo,344 000,40,2024,Omistusasunto
963,Kerrostalo | 1h + kt + parveke n. 8 m2,Itätuulenkuja 10 C120,Tapiola,Espoo,279 000,30,2024,Omistusasunto
964,"Kerrostalo | 4h + kt + s + vh + khh + parveke n. 13 m2 ja 15,5 m2",Itätuulenkuja 10 C115,Tapiola,Espoo,1 122 000,132,2024,Omistusasunto
965,"Kerrostalo | 4-5h + kt + s + parveke n. 29,5 m2",Itätuulenkuja 10 C118,Tapiola,Espoo,861 000,"102,5",2024,Omistusasunto
966,Kerrostalo | 3-4h + kt + s + vh + khh + parveke n. 24 m2,Itätuulenkuja 10 C117,Tapiola,Espoo,940 800,112,2024,Omistusasunto
967,"Kerrostalo | 3h + kt + s + vh + parveke n. 25,5 m2",Itätuulenkuja 10 C116,Tapiola,Espoo,852 800,104,2024,Omistusasunto
968,Kerrostalo | 2h + kt + s + vh + terassipiha n. 13 m2,Itätuulenkuja 10 C114,Tapiola,Espoo,510 300,63,2024,Omistusasunto
969,Kerrostalo | 1h + kt + alkovi + s + vh + terassipiha n. 8 m2,Itätuulenkuja 10 C112,Tapiola,Espoo,378 450,"43,5",2024,Omistusasunto
970,Kerrostalo | 2h + kt + 21 m2 terassipiha,Itätuulenkuja 10 C111,Tapiola,Espoo,480 250,"56,5",2024,Omistusasunto
971,"Kerrostalo | 1h + kt + terassipiha n. 7,5 m2",Itätuulenkuja 10 C113,Tapiola,Espoo,274 500,"30,5",2024,Omistusasunto
972,Rivitalo | 4h + k + ph / s + 2x erill.wc + vh + piha,Pihatörmä 6,Olari,Espoo,419 000,"94,5",1986,Omistusasunto
973,"Kerrostalo | 2h, k, kph, vh, p",Silokkaantie 5,Keltinmäki,Jyväskylä,419 000,56,1972,Omistusasunto
974,"Omakotitalo | 3h, k, kph, s",Temmeksen kirkkotie 10,Temmes,Tyrnävä,69 500,68,1972,Omistusasunto
975,Rivitalo | 3 h + k + s (Yj.n muk.),Päivöläntie 14,Päivölänlaakso,Kerava,224 000,"72,5",2005,Omistusasunto
976,Omakotitalo | 3h + k + s,Ruukintie 11,Jyrkkä,Sonkajärvi,29 000,69,1964,Omistusasunto
977,Puutalo-osake | 1 huone (keskikerros) + yläkerta + rakentamaton alakerta,Räntämäenkatu 2 as,Pohjola,Turku,84 000,"20,9",1925,Omistusasunto
978,Paritalo | 2h + k + s,Kaskimaa 2,Latokaski,Espoo,84 000,61,1989,Omistusasunto
979,Luhtitalo | 2h + k + s,Lahdensivuntie 10,Myllymäki,Hämeenlinna,205 000,54,2013,Omistusasunto
980,"Kerrostalo | 4h, k, khh",Hallituskatu 10,Keskusta,Oulu,349 000,117,1962,Omistusasunto
