,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
3491,"Omakotitalo | 5h, k, s-os-khh, vh, parveke, autokatos",Hatolantie 18,Vuorentausta,Ylöjärvi,259 000,162,1974,Omistusasunto
3492,Erillistalo | 5h + k + kph + s + erill.wc + ter + piha,Kehävuorenkuja 5 A 1,Ylästö,Vantaa,480 000,92,2017,Omistusasunto
3493,Erillistalo | 4h + k + s,Kauppakatu 4,,Raahe,349 900,133,2020,Omistusasunto
3494,Kerrostalo | 3h + k + s,Liisanpolku 4A,Rasila,Ruokolahti,259 000,"96,5",2008,Omistusasunto
3495,"Kerrostalo | 3 h, k, psh / wc.",Humppilantie 5 E28,Keskusta,Jokioinen,45 000,"61,5",1962,Omistusasunto
3496,"Omakotitalo | 5h.k, s, k, kph, 2 wc, autotalli, grillikatos",Naukiontie 14-16,Naukio,Kouvola,75 000,128,1948,Omistusasunto
3497,"Kerrostalo | 3h, k, kph, terassi + a.katos",Pellimaantie 4,Nummela,Ulvila,69 000,"66,5",1965,Omistusasunto
3498,"Kerrostalo | 2h, k, kph, wc, parv (yhtiöjärj. 2h + k)",Vallaantie 21,Virkkala,Lohja,93 500,57,1970,Omistusasunto
3499,Luhtitalo | 3h + kt + s,Merikotkantie 4 A10,Kaukovainio,Oulu,220 000,62,2023,Omistusasunto
3500,"Omakotitalo | 5h, k, s, kph, vh, 2x wc, var, autotalli",Peiponkuja 2,Lankila,Vihti,249 000,119,1977,Omistusasunto
3501,Luhtitalo | 2h + kk + s,Merikotkantie 4 A9,Kaukovainio,Oulu,185 000,50,2023,Omistusasunto
3502,Paritalo | 4h + k + s,Merikotkantie 4 C20,Kaukovainio,Oulu,339 000,87,2023,Omistusasunto
3503,Kerrostalo | 1h + kt,Tieteenkatu 15 A 4,Hervanta,Tampere,145 000,31,2022,Omistusasunto
3504,Luhtitalo | 1h + kk,Sammatinkuja 3,Isokytö,Järvenpää,162 500,"31,5",2020,Omistusasunto
3505,Kerrostalo | 2h + kt,Tieteenkatu 15 A 39,Hervanta,Tampere,199 200,44,2022,Omistusasunto
3506,Luhtitalo | 3h + kt + s,Merikotkantie 4 A6,Kaukovainio,Oulu,220 000,62,2023,Omistusasunto
3507,"Omakotitalo | 1h, tupakeittiö, psh, ullakko",Välitie 46,Onkamo,Tohmajärvi,29 900,60,-,Omistusasunto
3508,"Paritalo | 4 mh, oh / k, s, psh, khh, 2 wc, at",Uudenmaankatu 54,Kaunisnurmi,Kouvola,219 000,119,1975,Omistusasunto
3509,Omakotitalo | tk + et + vh + var + oh + 2 mh + k + s + ph + kylmä autovaja + kattilahuone,Ouluntie 1687,,Haapajärvi,0,110,1976,Omistusasunto
3510,Kerrostalo | 2h + kt,Tieteenkatu 15 A 24,Hervanta,Tampere,193 900,44,2022,Omistusasunto
3511,Erillistalo | 5h + k + khh + sauna + var,Puutarhatie 25 A,Koivuhaka,Vantaa,479 000,131,2023,Omistusasunto
3512,Erillistalo | 5h + kt + s + varasto + autokatospaikka 2kpl,Rastasniityntie 52 52I,Laaksolahti,Espoo,639 900,124,2023,Omistusasunto
3513,Paritalo | 4h + kt + s + varasto,Kahvelitie 1 G09,Kurttila,Espoo,424 900,99,2022,Omistusasunto
3514,Erillistalo | 4-5h + k + s + varasto + autotalli + autopaikka,Kahvelitie 1 B02,Kurttila,Espoo,583 900,"133,5",2022,Omistusasunto
3515,Omakotitalo | 5mh + k + 2vh + oh + ruokailu tila + takkah + työh + khh + 2wc + s + kph + 2var + lasp + at,Kivelänlahdentie 29,Puurtila,Varkaus,328 000,280,1981,Omistusasunto
3516,"Kerrostalo | 3h, k, p",Opettajanraitti 7,Hervanta,Tampere,125 000,"75,5",1974,Omistusasunto
3517,"Kerrostalo | 2h, k, s",Länsipuisto 24,Keskusta,Pori,80 000,"67,5",1974,Omistusasunto
3518,"Kerrostalo | 1h, k, kph",Pengerkatu 29,Kallio,Helsinki,260 000,"40,2",1937,Omistusasunto
3519,"Luhtitalo | 2h, k, s",Ruohotie 2 C,Tapaninkylä,Helsinki,189 900,56,1985,Omistusasunto
3520,"Kerrostalo | 2h, k",Pohjoinen Rastitie 6 C,Koivukylä,Vantaa,89 900,"58,5",1974,Omistusasunto
3521,"Luhtitalo | 1h, k, kph / s, terassi",Radiomastontie 1,Svaaninsuo,Oulu,97 000,31,1994,Omistusasunto
3522,"Kerrostalo | 2h, k, kph, parveke",Työmiehenkatu 2 B,Kamppi,Helsinki,390 000,47,1961,Omistusasunto
3523,Kerrostalo | 1H + KT,Unikkotie 5,Tikkurila,Vantaa,174 500,"25,5",2021,Omistusasunto
3524,Rivitalo | 2h + k + s,Myllytie 10 as,Laune,Lahti,133 000,"63,5",1982,Omistusasunto
3525,Omakotitalo | 4h + k + khh + ph + s,Muhosenkatu 16,Nojanmaa,Savonlinna,184 000,112,2001,Omistusasunto
3526,"Kerrostalo | 3h, k",Savenvalajanvahe 4 D,Keskusta,Rauma,124 000,80,1976,Omistusasunto
3527,Kerrostalo | 3h + k + kph / wc + wc + vh + lasip.,Kannuskatu 4 D,Uittamo,Turku,168 000,80,1974,Omistusasunto
3528,Kerrostalo | 1h + kt + kph + las.p (Yj. 1h + kt),Iskospolku 4 B,Myyrmäki,Vantaa,188 500,30,2022,Omistusasunto
3529,Omakotitalo | 4h + k + kph + s + khh + wc + lasp + var +  + at,Lehtolantie 31,Humalajoki,Kuopio,98 000,140,1957,Omistusasunto
3530,Omakotitalo | 6h + k + kph + s,Salokatu 16,Hernemäki,Savonlinna,98 000,140,1959,Omistusasunto
3531,Kerrostalo | 3h + k + kph + vh + et + lasitettu parveke,Nuijatie 5,Rajatorppa,Vantaa,128 000,78,1971,Omistusasunto
3532,"Rivitalo | tupak, mh, s",Rentukantie 11,Leppäkorpi,Pori,66 000,52,1995,Omistusasunto
3533,Rivitalo | 3h + kk + s,Kievarintie 19,,Savitaipale,0,80,1978,Omistusasunto
3534,Kerrostalo | 2h + k + ph / wc + vh + lasp,Kauppakatu,Keskusta,Jyväskylä,167 000,59,1961,Omistusasunto
3535,Kerrostalo | 1h + kk + ma + s + kph / wc + lasp + ak + var,Länkipohjantie 17 A 11,Länkipohja,Jämsä,38 500,35,1986,Omistusasunto
3536,Omakotitalo | 6h + k + s,Kullervontie 3,Keskusta,Tornio,0,153,-,Omistusasunto
3537,Rivitalo | 6h + k + sauna,Gunillankuja 2,Laajasalo,Helsinki,428 000,"202,5",1974,Omistusasunto
3538,Kerrostalo | 2h + kt + s + lasit.parv,Teollisuuskatu 20,,Helsinki,398 000,"49,5",2015,Omistusasunto
3539,Kerrostalo | 3-4h + K + KPH + WC + Parveke,Hakarinne 2,Tapiola,Espoo,455 000,83,1965,Omistusasunto
3540,Omakotitalo | 2h + k + kph + kuisti,Valkolammentie 7,Valko,Loviisa,63 000,60,1900,Omistusasunto
3541,"Rivitalo | 2h, avok, kh / wc, s, et, terassi, var",Koivikkokatu 1,Voivala,Kaarina,217 000,51,2019,Omistusasunto
3542,Omakotitalo | 5mh + k + kh + oh + th + oleskeluhuone + vh + 3wc + kph + s + p + at,Laitilankuja 1,Moisio,Turku,349 000,205,1969,Omistusasunto
3543,Omakotitalo | 3h + k + kph + s + wc,Karsikkotie 4,,Ilomantsi,37 000,85,1979,Omistusasunto
3544,"Kerrostalo | 2h, k, kph, s, las.p.",Rullakatu 14,Jalkaranta,Lahti,189 000,55,1973,Omistusasunto
3545,Rivitalo | 2 h + k + kph + s + var + autokatos,Kangastie 6,,Ii,59 809,60,1986,Omistusasunto
3546,Kerrostalo | 4h + k + kph + parveke,Helsinginkatu 28,Kallio,Helsinki,625 000,93,1954,Omistusasunto
3547,"Kerrostalo | 2h, k, kph",Merimiehenkatu 1,Keskusta,Joensuu,133 000,57,1970,Omistusasunto
3548,Rivitalo | 5h + k + 2*kph + s + wc + khh + 2*vh + var + terassi + ranskalainen parveke,Metsätähdenkuja 5 D 15,Sarvvik,Kirkkonummi,399 500,105,2023,Omistusasunto
3549,"Kerrostalo | 3h, k, kph, wc, eteinen",Mechelininkatu 8,Töölö,Helsinki,669 000,"80,5",1936,Omistusasunto
3550,"Luhtitalo | 2h, k, s",Niskakuja 1 B,Taulumäki,Jyväskylä,119 000,55,1983,Omistusasunto
3551,"Kerrostalo | 1h, k, kph, p",Kullervonpolku 28,Keskusta,Kerava,89 000,"34,5",1976,Omistusasunto
3552,"Rivitalo | 3 h, k, kph / wc, s, erill. wc",Välipellontie 2,Martti,Hyvinkää,194 000,"80,5",1993,Omistusasunto
3553,Omakotitalo | 5h + k + ph + s + 2wc,Suopursukuja 7,Käpykangas,Varkaus,67 500,120,1976,Omistusasunto
3554,Kerrostalo | 1 h + pk,Yllästunturinkuja 1 E,Mellunmäki,Helsinki,108 000,"34,5",1975,Omistusasunto
3555,"Omakotitalo | 4h, k, pukuh / takkah, kph, s, wc, vh, var, at",Koskenkyläntie 188 as 1,Koskenkylä,Rovaniemi,180 000,159,1973,Omistusasunto
3556,Omakotitalo | Oh + 3mh + k + s + ph + tkh / pkh + vh + var + terassi + kellaritila,Hakakuja 1,Hepokangas,Viitasaari,109 000,132,1979,Omistusasunto
3557,Rivitalo | 4h + k + kph + s + 2 wc + p + vh + ak + var,Juhaninkuja 3 as B 8,Vierunpuisto,Lieto,234 700,92,1984,Omistusasunto
3558,"Kerrostalo | 4h, k, vh, ph / s, et, lasitettu parveke",Lähteenkatu 2-4,Karhula,Kotka,132 000,98,1981,Omistusasunto
3559,Rivitalo | 2h + k + rt + s ja iso piha-alue,Jyrätie 11,Voutila,Hämeenlinna,79 000,64,1974,Omistusasunto
3560,"Omakotitalo | 4h, k, s, khh",Pellavakuja 6,Pirilä,Raisio,348 000,128,2001,Omistusasunto
3561,Omakotitalo | 5h + k + s,Runttimäentie 22,Mustalahti,Mänttä-Vilppula,0,70,-,Omistusasunto
3562,Omakotitalo | Myyntiesitteessä,Kaatrasentie 147a,,Kaavi,0,"113,5",-,Omistusasunto
3563,Kerrostalo | 2h + k + s,Maaherrankatu 32,Keskusta,Mikkeli,118 500,51,1985,Omistusasunto
3564,Kerrostalo | 2h + k + s + psh + erill. wc + lasitettu parveke,Turuntie 25 A,Myllymäki,Hämeenlinna,129 000,66,1985,Omistusasunto
3565,"Rivitalo | 1h, kk",Taskilantie 38,Raja-Taskila,Oulu,72 000,36,1989,Omistusasunto
3566,Rivitalo | 4H + K + S,Harjutie 6 A 01,Tolkkinen,Porvoo,"31 146,09",84,2002,Asumisoikeusasunto
3567,"Omakotitalo | 7h, k, kph, s, 2xwc, varx3, teknt, AT, terassit, p + rantasauna + autotalli",Marjotaipaleentie 900,Marjotaipale,Joutsa,310 000,253,1958,Omistusasunto
3568,Omakotitalo | 4h + k + vh + kph + s + wc + var + at,Rajapolku 18,Villähde,Lahti,155 000,87,1952,Omistusasunto
3569,Kerrostalo | 3h + avok + kph + s,Meritullinkatu 3,Kruununhaka,Helsinki,839 000,98,1869,Omistusasunto
3570,"Omakotitalo | 3h, k, kph, s, wc + vintti",Patoniementie 215 C,Tolva,Posio,33 000,55,1949,Omistusasunto
3571,Kerrostalo | 2h + k + kph + vh + las.parveke (yhtiöjärjestyksen mukaan 2h + k),Neljäs linja 16,Kallio,Helsinki,345 000,54,1966,Omistusasunto
3572,"Kerrostalo | 1h, kk ja kph",Torkkelinkatu 15,Kallio,Helsinki,297 000,"37,5",1929,Omistusasunto
3573,Kerrostalo | 3h + kt + s,Kuntotie 16 A 16,Klaukkala,Nurmijärvi,"195 436,80",54,2023,Omistusasunto
3574,Kerrostalo | 2h + kt,Kuntotie 16 A 30,Klaukkala,Nurmijärvi,"150 264,40","35,5",2023,Omistusasunto
3575,"Kerrostalo | 2h, k, s, parveke",Hakkukuja 1,,Espoo,245 000,"57,5",1990,Omistusasunto
3576,Kerrostalo | 1 huone,Uudenmaankatu 34,Punavuori,Helsinki,259 000,"21,5",1927,Omistusasunto
3577,Rivitalo | 4 h + k + kph + s + wc (4 h + k + s + ask.h),Lepolantie 22,Pakila,Helsinki,435 000,"87,5",1978,Omistusasunto
3578,"Omakotitalo | 4-5 h + k + s + autokatos, 2 varastoa ja maakellari",Petäiköntie 9,Varpaisjärvi,Lapinlahti,93 000,118,1977,Omistusasunto
3579,"Rivitalo | 4-5h, k, kph, s, wc, 2xvh, p, at, var.",Kankaankatu 14,Jalkaranta,Lahti,269 000,140,1975,Omistusasunto
3580,"Kerrostalo | 2h + kt, s (tai vh)",Kuntotie 16 A 34,Klaukkala,Nurmijärvi,193 752,45,2023,Omistusasunto
3581,"Rivitalo | 2h, k, s",Urttilanmäki 3,Rajamäki,Nurmijärvi,147 000,50,2010,Omistusasunto
3582,"Kerrostalo | 3h, kt, kph, vh, lasitettu terassi",Kaakamonkaari 14 A 5,Hervanta,Tampere,213 750,57,2023,Omistusasunto
3583,"Kerrostalo | 2h, kk, 2xwc, khh, kph, s",Kymintie 22,Paavola,Lahti,179 000,65,2007,Omistusasunto
3584,Kerrostalo | 2h + kt + s + parveke,Kempeleenkuja 6 A 4,Limingantulli,Oulu,156 900,"43,5",2022,Omistusasunto
3585,"Omakotitalo | 6h, avokeittiö, khh, kph, s",Rävbäckinkuja 46,Ruotsinkylä,Tuusula,535 000,184,2003,Omistusasunto
3586,"Kerrostalo | 3h, kt, kph, lasitettu parveke (yj:n mukaan 3h + kt + parv)",Tyyrpuuri 2,Saunalahti,Espoo,225 000,55,2019,Omistusasunto
3587,"Kerrostalo | 2h, kt, kph / s, lasitettu parveke",Kaakamonkaari 14 A 10,Hervanta,Tampere,182 600,44,2023,Omistusasunto
3588,"Kerrostalo | 2h, kt, kph / s, parvi, lasitettu parveke",Puusepäntie 48 A 6,Pikonkangas,Kangasala,234 633,"58,5",2021,Omistusasunto
3589,"Kerrostalo | Oh, 2 mh, k, ph / wc, lasit.parv.",Kaukotie 8,Pajala,Järvenpää,77 400,"77,5",1974,Omistusasunto
3590,Rivitalo | 4h + k + s,Larvakuja 1,Kaarti,Alavus,79 500,80,1993,Omistusasunto
3591,Omakotitalo | 5h + k + kph + s + wc + p + var + at + allasosasto ja kellarikerros,Ylönkyläntie 12,Ylönkylä,Salo,137 000,184,1957,Omistusasunto
3592,Kerrostalo | 2 h + k (Yj:n muk.),Korvatunturintie 1,Mellunmäki,Helsinki,139 000,59,1970,Omistusasunto
3593,Kerrostalo | Todella tyylikkäästi remontoitu huoneisto!,Pormestarinkatu 2 A,,Porvoo,259 000,73,-,Omistusasunto
3594,"Rivitalo | 2h, avok, kph / wc, s, lasitettu terassi",Kankurinkuja 2,Lentola,Kangasala,185 000,"51,5",2021,Omistusasunto
3595,Kerrostalo | 3h + k + p,Parolanpolku 6,Runosmäki,Turku,119 000,76,1974,Omistusasunto
3596,"Kerrostalo | 3h, k, p",Raiskionkatu 1,Tesoma,Tampere,119 000,73,1966,Omistusasunto
3597,"Omakotitalo | Oh, k, 3 mh, pesuh, sauna, wc, autotalli",Lohjantie 7,Nummela,Vihti,295 000,98,1965,Omistusasunto
3598,Omakotitalo | 3mh + oh + k + ph + s + wc + ask.tila / var. + tal.kell. + ala-aula,Kutsetintie 6,Uimaharju,Joensuu,89 000,110,1984,Omistusasunto
3599,"Omakotitalo | 3mh + k + oh + wc + kph + s + aputilat, kaksio: 1mh + k + kph + s",Hirssikatu 7,Peltola,Järvenpää,299 000,131,1975,Omistusasunto
3600,Kerrostalo | 2h + k + kpl + las. parveke (yhtiöjärjestyksen mukaan 2h + k),Lauklähteenkatu 6,,Turku,79 000,61,1973,Omistusasunto
3601,"Omakotitalo | Tupakeittiö, makuuhuone",Rosendalintie 47,Dragsfjärd,Kemiönsaari,86 000,61,1980,Omistusasunto
3602,Kerrostalo | 1h + avok + kph,Ratakatu 9,Punavuori,Helsinki,328 800,30,1951,Omistusasunto
3603,"Omakotitalo | 3 h, avok, khh, kph, s, wc",Kangasvuokko 12,,Paimio,329 000,"119,7",2021,Omistusasunto
3604,"Omakotitalo | 5h, k, kph, s, eril.wc, varasto, at",Tenholankatu 23,,Hanko,175 000,168,1964,Omistusasunto
3605,"Omakotitalo | 3h, k, khh, ph, s",Huokaustenrinne 8,Pihlajaharju,Iisalmi,220 000,105,2005,Omistusasunto
3606,Rivitalo | oh + 3mh + 2xwc + ph + s + 2xvh + p + terassi + ulkovar + sisävar,Notkotie 11 As,Palokka,Jyväskylä,159 000,"107,5",1980,Omistusasunto
3607,"Omakotitalo | 7h, k, khh, 2wc, kph, s, 3vh, varasto, at",Mikkolantie 1,,Pomarkku,227 000,206,2006,Omistusasunto
3608,Kerrostalo | 3h + k + kph + p,Kangasvuorentie 6,Kangasvuori,Jyväskylä,105 000,68,1967,Omistusasunto
3609,Omakotitalo | 4h + k + s + kph + khh + 2wc + vh + terassi,Vähätiisalankatu 30,,Sastamala,339 000,124,2021,Omistusasunto
3610,"Omakotitalo | 3h, k, kph, s, vh, wc, terassi, autotalli",Leikkipuistonkaari 3,Pennala,Orimattila,180 000,"62,5",2018,Omistusasunto
3611,Kerrostalo | 3h + k + kph + s + lasitettu p.,Katsastajankatu 11,Kärpänen,Lahti,107 000,"72,5",1988,Omistusasunto
3612,Erillistalo | 6 h + k + s + atk,Mustikkatie 4,Huutoniemi,Vaasa,210 000,166,1972,Omistusasunto
3613,"Omakotitalo | 5h + k + rh + s + ph + tkh / pkh + ask.h + khh + kh + vh + 4wc + työh / var + aula + ljh / kuntosali + verstastila + var.tiloja + ull., puuvaja",Katkomäenkatu 5,Papinniitty,Hämeenlinna,310 000,230,1959,Omistusasunto
3614,"Kerrostalo | 2h, k, kph / wc, vh, lasitettu parveke",Lopentie 6-8,Peltokylä,Riihimäki,78 000,61,1975,Omistusasunto
3615,"Kerrostalo | 4h, k",Torikatu 28,Keskusta,Joensuu,149 000,"87,5",1964,Omistusasunto
3616,"Kerrostalo | 2h, k, vh, lasitettu terassi ja ulkoterassi",Kalliolähteentie 5,Olari,Espoo,225 000,43,2020,Omistusasunto
3617,"Kerrostalo | 2h, k, s, parveke",Naamangantie 3,Kurenalus,Pudasjärvi,25 900,"58,5",1977,Omistusasunto
3618,"Kerrostalo | Kerrostalo, 2h + k + kph + p",Karhumäentie 8 H,Sääksjärvi,Lempäälä,80 629,"57,5",1972,Omistusasunto
3619,Kerrostalo | 4h + kt + s,Niittykatu 9 A42,Niittykumpu,Espoo,639 000,92,2020,Omistusasunto
3620,"Kerrostalo | 1h, k, kph, p",Helokantie 1-5,Keltinmäki,Jyväskylä,34 000,43,1977,Omistusasunto
3621,Omakotitalo | 5h + k + kph + khh + vh + 2wc + s / 5r + k + bdr + hk + ks + 2wc + b,Kruununtie 6,Majaniemi,Pietarsaari,127 000,130,1970,Omistusasunto
3622,"Kerrostalo | 4h, k, kph, las. parveke",Kalliolähteentie 5,Olari,Espoo,127 000,"82,5",2020,Omistusasunto
3623,Kerrostalo | 4h + k + s + parv,Kilontie 10,Kilo,Espoo,324 000,"91,5",1990,Omistusasunto
3624,"Kerrostalo | 1h, kk, lasitettu parveke",Elsankuja 3,Matinkylä,Espoo,178 000,35,1982,Omistusasunto
3625,"Kerrostalo | oh / avokeittiö, 2x mh, ph / wc, s, khh, erillinen wc, vh(th), aula",Esterinkatu 11,Keskusta,Salo,179 000,99,1966,Omistusasunto
3626,Omakotitalo | 4h + k + vh + kph + s + wc + khh +  + lasp + var + at,Ylermintie 1 A,Suurmetsä,Helsinki,1 390 000,120,1953,Omistusasunto
3627,Kerrostalo | 3h + k + psh + wc + pukeutumishuone + lasitettu parveke,Metsolankuja 5,,Keuruu,79 500,"78,5",1973,Omistusasunto
3628,"Erillistalo | 3mh, keittiö, vaatehuone, autotalli, 3x wc, 2x kph, sauna",Vähäntalonkatu 38b,Hennala,Lahti,320 000,144,2000,Omistusasunto
3629,Kerrostalo | 2H + K,Puunhaltijankuja 2,Leinelä,Vantaa,"28 296,36",53,2011,Asumisoikeusasunto
3630,Rivitalo | 4H + K + S,Vartiokuja 2,Länsimäki,Vantaa,"34 817,60","91,5",1997,Asumisoikeusasunto
3631,Kerrostalo | 2H + KK + S,Tervaraitti 4,Meritulli,Oulu,"19 040,95","46,5",1999,Asumisoikeusasunto
3632,"Omakotitalo | k, ruokasali, oh, wc, veranta, vh, 2mh, parvekehuone, takkah, pukuh, ph, wc, s, varasto, harrastehuone, kylmäkellari",Valhallantie 14,Mustio,Raasepori,249 000,124,1954,Omistusasunto
3633,"Kerrostalo | 4h, k, lasitettu parveke",Mansikka-ahontie 4,,Kouvola,125 000,93,1968,Omistusasunto
3634,"Kerrostalo | 2h, k, kph, lasitettuparveke",Halsuantie 1,Kannelmäki,Helsinki,163 000,62,1976,Omistusasunto
3635,Kerrostalo | 2h + k + p,Vuorikatu 36,Keskusta,Kuopio,99 000,"54,5",1980,Omistusasunto
3636,"Kerrostalo | 2h, k, parveke",Leilankuja 2,Matinkylä,Espoo,99 000,"59,5",1976,Omistusasunto
3637,Rivitalo | 5h + k + s,Savottatie 1,Hallila,Seinäjoki,367 000,"117,5",2021,Omistusasunto
3638,Omakotitalo | 3mh + oh + k + khh + ph + s + wc,Holmantie 22,Etelänkylä,Kalajoki,108 000,103,1995,Omistusasunto
3639,"Omakotitalo | 3mh, oh, k, kph, s",Nallinkuja 12,Tengeliö,Ylitornio,40 000,86,1969,Omistusasunto
3640,"Kerrostalo | 2h, k, parv.",Kuusitie 4 C 22,Jämsänkoski,Jämsä,23 000,58,1971,Omistusasunto
3641,"Omakotitalo | Oh, k, 3mh, työh / takkah, kh, khh, 2wc, aula, 3vh, et, tk",Kaskiahonkuja 2,Iinatti,Oulu,320 000,155,1996,Omistusasunto
3642,"Kerrostalo | 3h, kt, s + parveke",Kanslerintie 15,Iso-Heikkilä,Turku,225 000,"53,5",2017,Omistusasunto
3643,"Paritalo | 4h, k, s",Tytykuja 7 A,Muijala,Lohja,256 900,106,1990,Omistusasunto
3644,Omakotitalo | 6 h + k + kph + 2xWC + vh + khh + s + ph + tekn + var / askh,Tikasmäentie 10,Henttaa,Espoo,695 000,170,2002,Omistusasunto
3645,"Omakotitalo | 5 h, k, s, kph, khh, vh, wc x 2, aula x 2, parveke, terassi",Rehtorinpolku 8,Sammalselkä,Suonenjoki,275 000,"146,9",2015,Omistusasunto
3646,Kerrostalo | 2-3h + k,Satakunnankatu 14,Keskusta,Tampere,379 000,"92,6",1923,Omistusasunto
3647,Omakotitalo | 3h + k + s,Hankamäentie 451,Hankamäki,Hankasalmi,49 000,59,1946,Omistusasunto
3648,Kerrostalo | 4h + kt + s,Viertolankuja 5,Viertola,Vantaa,429 000,88,2015,Omistusasunto
3649,Paritalo | 4h + k + 2kph + 2saunaa ym.,Sieppokuja 4,Tikanmaa,Raisio,195 000,140,1951,Omistusasunto
3650,"Omakotitalo | 5h, k, s, khh, 2wc, at",Urheilukatu 4,Kaipola,Jämsä,138 000,150,1986,Omistusasunto
3651,"Omakotitalo | 2mh, wc, aula, vh, k, oh, th, kph / wc, khh.",Tuhkatie 6,Soramäki,Hollola,209 000,95,1954,Omistusasunto
3652,"Kerrostalo | 2h, kk, parveke",Vallikallionkuja 4,Vallikallio,Espoo,169 000,"45,5",1984,Omistusasunto
3653,Omakotitalo | 4h + k + tkh + kph + wc + ak + varasto,Ansapolku 10,Vuorela,Siilinjärvi,179 000,124,1970,Omistusasunto
3654,Kerrostalo | 4h + k,Hakamäki 2,Tapiola,Espoo,462 000,83,1963,Omistusasunto
3655,Omakotitalo | oh + k + 4mh + 2wc + 2vh + khh + ph + s + et + aula + lasitettu terassi,Ytinkuja 2,Nanhia,Huittinen,249 000,154,2003,Omistusasunto
3656,"Rivitalo | 3h-4h, k, s + autokatospaikka",Vuorenlahdentie 13,Vuorenlahti,Muurame,195 000,94,2007,Omistusasunto
3657,"Rivitalo | 2 huonetta, keittiö, kph, sauna, var",Kankaanpääntie 2 A,Palokka,Jyväskylä,121 000,60,1987,Omistusasunto
3658,"Rivitalo | 2 huonetta, keittiö, kph, sauna, vh",Ruukintie 3 C,Kummunmäki,Jyväskylä,68 000,58,1986,Omistusasunto
3659,"Rivitalo | 3h, k, s, varasto ja autokatos",Taulumäentie 35,Taulumäki,Jyväskylä,183 000,"71,5",1985,Omistusasunto
3660,Luhtitalo | 3 h + KT + KPH + parveke.,Kukkaroniemenkatu 2 B,Saaristokaupunki,Kuopio,164 000,59,2018,Omistusasunto
3661,"Rivitalo | 3h, k, s ja autokatospaikka ja varasto",Kaukolanraitti 19,Ylistaro,Seinäjoki,139 000,67,2013,Omistusasunto
3662,"Kerrostalo | 3h, k, kph / wc, s, lasitettu parveke.",Aleksis Kiven katu 37,Vallila,Helsinki,493 000,"64,5",2012,Omistusasunto
3663,"Omakotitalo | 2h, k, s, ask.huone",Kurjentie 43,Mattila,Lappeenranta,118 000,72,1961,Omistusasunto
3664,Kerrostalo | 3h + k,Kalasääksentie 3,Karakallio,Espoo,219 000,72,1970,Omistusasunto
3665,Rivitalo | 4h + k + s,Kurikankatu 4,Suvilahti,Vaasa,195 000,100,1978,Omistusasunto
3666,Kerrostalo | 3h + k + s,Ilmarisenkatu 6,Uppa,Seinäjoki,128 000,67,1966,Omistusasunto
3667,"Kerrostalo | 3h, k, kph, s, lasitettu parveke (yj:n mukaan 3h + k + s)",Isonnevantie 27,Haaga,Helsinki,425 000,"78,5",2001,Omistusasunto
3668,"Kerrostalo | 2h, k, lasitettu parveke",Veturitie 2,Nokela,Oulu,425 000,59,1970,Omistusasunto
3669,Erillistalo | 4h + k + s,Kauppakatu 4,,Raahe,349 900,126,2020,Omistusasunto
3670,"Kerrostalo | 3h, k, s, kph, vh, p",Mukkulankatu 16,Mukkula,Lahti,188 000,60,2018,Omistusasunto
3671,Kerrostalo | 2h + kk,Hakaniemenkatu 7,Hakaniemi,Helsinki,290 000,43,1937,Omistusasunto
3672,"Rivitalo | 4h + k + s, wc, varasto",Holvastinkatu 11,Holvasti,Tampere,198 000,"106,5",1975,Omistusasunto
3673,"Rivitalo | 4h, k, s, psh, wc, wc / khh, 2vh, parv, lasit.terassi",Vallattomankatu 1,Sampo,Hämeenlinna,218 000,"97,5",2013,Omistusasunto
3674,"Kerrostalo | 2h, k, kph, s, erillinen wc, iso lasitettu parveke",Nummentaustantie 3,Keskusta,Lohja,159 000,"58,5",1984,Omistusasunto
3675,"Erillistalo | 5-6h, k, s, kph, vh, saunaosasto, khh, varasto",Tillinmaanpolku 1 C,Tillinmäki,Espoo,798 000,127,-,Omistusasunto
3676,"Erillistalo | 5-6h, k, s, kph, vh, saunaosasto, khh, varasto",Tillinmaanpolku 1 C,Tillinmäki,Espoo,798 000,127,-,Omistusasunto
3677,"Paritalo | 3 mh, oh, th, k, s",Niemenpääntie 19,Neuvoton,Hamina,82 000,"119,5",1979,Omistusasunto
3678,Kerrostalo | 1h + alkovi + keittiö + kph + eteinen,Sturenkatu 43-45 B,Vallila,Helsinki,309 000,"38,5",1929,Omistusasunto
3679,"Kerrostalo | 2h, kk, kph, erill. wc",Linnankoskenkatu 10,Töölö,Helsinki,355 000,55,1937,Omistusasunto
3680,"Kerrostalo | 1-2h, k, alk, kph",Kalevankatu 51,Kamppi,Helsinki,378 000,49,1935,Omistusasunto
3681,Rivitalo | 4h + k + s,Suulakuja 1-5,Santtio,Uusikaupunki,149 000,97,1978,Omistusasunto
3682,Rivitalo | 3-4h + k + s,Nevatie 9,Kuusikko,Vantaa,459 000,111,2019,Omistusasunto
3683,Kerrostalo | 2h + k,Kuhalankatu 24 as.,Talsoila,Forssa,41 500,49,1954,Omistusasunto
3684,"Paritalo | 4h, k",Hakanpääntie 12,Nahkuri,Ulvila,95 000,100,1983,Omistusasunto
3685,"Rivitalo | 2h, k, s",Lompsantie 2 A,,Muurame,89 000,"57,5",1989,Omistusasunto
