,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
3686,"Kerrostalo | 2h, kk, kph, vh",Hedelmätarhantie 5 A,Hedelmätarha,Hollola,35 000,"46,5",1969,Omistusasunto
3687,"Kerrostalo | 2h, k, kph, wc, parveke",Rengastie 24 B,Antinniemi,Valkeakoski,80 000,58,1946,Omistusasunto
3688,"Omakotitalo | 3h, k, s",Eilantie 4,Meskala,Sastamala,82 000,100,1965,Omistusasunto
3689,"Kerrostalo | 2h, k, kph, s, las.parv.",Ulvajankatu 27 as,Keskusta,Valkeakoski,134 000,"55,5",2001,Omistusasunto
3690,"Rivitalo | 3h, k, kh, s",Mesikämmen 15 B,Halssila,Jyväskylä,74 000,65,1979,Omistusasunto
3691,Kerrostalo | 2h + k + kph + lasit.p,Runkotie 4 C,Aittorinne,Jyväskylä,55 000,56,1972,Omistusasunto
3692,"Omakotitalo | 5h, k, kph / s, khh, 2xwc, 3xvh, aula, lasikuisti",Puutikkalanraitti 98,Puutikkala,Pälkäne,180 000,130,2004,Omistusasunto
3693,"Kerrostalo | 3h, k, kh, vh, et, lasitettu parveke",Valtatie 75 A,Tuira,Oulu,128 000,"76,5",1983,Omistusasunto
3694,"Kerrostalo | 3h, k, s",Savontie 55 A,Keskusta,Pieksämäki,72 000,64,1990,Omistusasunto
3695,"Kerrostalo | 4h, k, s",Länsikatu 44 A,Keskusta,Joensuu,102 000,"81,5",1982,Omistusasunto
3696,"Kerrostalo | 1 h, tk, kph, p",Kenraalintie 3 B,,Valkeakoski,64 000,41,1954,Omistusasunto
3697,"Luhtitalo | 2h, vh, k, kph, r.parv",Polttolinja 15 B,Kuokkala,Jyväskylä,120 000,40,2016,Omistusasunto
3698,"Kerrostalo | 2h, kk, s",Savonkatu 2 A,Keskusta,Kuopio,152 000,"50,5",1985,Omistusasunto
3699,"Omakotitalo | 17h, 2x keittiö, khh, 3x tstotila, 8x wc, 4kph, s, terassi",Sairaalantie 168,,Mänttä-Vilppula,392 000,-,1962,Omistusasunto
3700,"Kerrostalo | 1h, kt, p",Kullervonkatu 12 A,Tammela,Tampere,206 700,27,2024,Omistusasunto
3701,"Kerrostalo | 2h, k",Marjatie 20 B,Tahiniemi,Pieksämäki,14 900,"57,5",1966,Omistusasunto
3702,"Kerrostalo | 1h, kt, p",Kullervonkatu 12 A,Tammela,Tampere,192 100,"26,5",2024,Omistusasunto
3703,"Kerrostalo | 2h, kt, p",Kullervonkatu 12 A,Tammela,Tampere,314 600,"51,5",2024,Omistusasunto
3704,"Kerrostalo | 1h, kt, p",Kullervonkatu 12 A,Tammela,Tampere,202 500,"26,5",2024,Omistusasunto
3705,"Kerrostalo | 1h, kt, ransk.p",Kullervonkatu 12 A,Tammela,Tampere,187 600,"26,5",2024,Omistusasunto
3706,"Kerrostalo | 1h, kt, p",Kullervonkatu 12 A,Tammela,Tampere,198 400,27,2024,Omistusasunto
3707,"Kerrostalo | 1h, kt, mt, p",Kullervonkatu 12 A,Tammela,Tampere,242 800,"36,5",2024,Omistusasunto
3708,"Kerrostalo | 1h, kt, p",Kullervonkatu 12 A,Tammela,Tampere,199 900,"30,5",2024,Omistusasunto
3709,"Omakotitalo | 7h, k, apukeittiö, 3 x wc, kph, ph, s, takkahuone, ask.h. + varastotilaa ja kylmä autotalli",Törmänsilmänkuja 8,Viherlaakso,Espoo,535 000,"183,5",1984,Omistusasunto
3710,Rivitalo | 3h + k + s,Sydäntie 12,Asola,Vantaa,"35 035,79",88,2002,Asumisoikeusasunto
3711,Rivitalo | 5h + kt + s,Turumankatu 22 B,Laajasalo,Helsinki,"72 531,80",98,-,Asumisoikeusasunto
3712,"Omakotitalo | 3h, k, rkt, s, wc, at, var.",Lehmusrinne 10,Vuoksenniska,Imatra,39 000,80,1959,Omistusasunto
3713,Omakotitalo | 4h + k + s,Mäntytie 9,Päiväranta,Kuopio,205 000,206,1966,Omistusasunto
3714,"Rivitalo | 3h, k, wc, kph, s, vh",Erviänkatu 24,Riihelä,Lahti,95 000,86,1983,Omistusasunto
3715,Omakotitalo | 5h + k + khh + kph + s + 2x wc + vh + et + at + v + ak,Julianpolku 4,,Kaarina,398 000,169,2006,Omistusasunto
3716,Omakotitalo | 4h + k + s + khh + autotalli,Jaakontie 26,Kulloo,Porvoo,340 000,111,1998,Omistusasunto
3717,Rivitalo | 3h + k + kph + s + vh + parvi + terassi + piha (yhtiöjärjestyksen mukaan 3h + k ),Hevoshaantie 9 E,Hakunila,Vantaa,229 000,"84,5",1972,Muu
3718,Kerrostalo | 1h + kk + lasit.parv.,Vilniementie 10,Vilniemi,Espoo,145 000,35,1982,Omistusasunto
3719,Kerrostalo | 1h + k,Naapurinkatu 26,Karjaa,Raasepori,56 000,34,1980,Omistusasunto
3720,Omakotitalo | 4h + oh + k + ph + s + wc,Leppäkuja 1,,Evijärvi,219 000,135,2004,Omistusasunto
3721,"Kerrostalo | 2h, k, kph, las. parveke",Kappelikatu 8,,Kouvola,63 000,"50,5",1964,Omistusasunto
3722,"Kerrostalo | 1h, kk, wc / suihkunurkkaus (yj. 1 huone)",Torkkelinkatu 21,Kallio,Helsinki,264 000,"29,2",1927,Omistusasunto
3723,"Luhtitalo | 1h, kk, s",Antturintie 3,Kirkonkylä,Nurmijärvi,99 000,"39,5",1987,Omistusasunto
3724,"Omakotitalo | 2h + kk + s, sekä 2h + k, entistä myymäläosaa",Heikkisenjoentie 10,Mieslahti,Paltamo,58 000,"70,3",1983,Omistusasunto
3725,"Omakotitalo | 5h, takkah, k, kph, s",Tyyrpuurinlenkki 26,Oulunsalo,Oulu,363 000,159,2012,Omistusasunto
3726,"Kerrostalo | 3h, k, kph, las. parveke",Pähkinärinteentie 28,Pähkinärinne,Vantaa,179 000,"77,5",1989,Omistusasunto
3727,"Omakotitalo | 2mh, oh, k, kph, s",Kukkilankuja 5,Kukkila,Hollola,229 000,80,1967,Omistusasunto
3728,"Kerrostalo | 4h, k, kph, p (YJ:ssä 4 h + k)",Niemenmäenkuja 3,Niemenmäki,Helsinki,405 000,77,1962,Omistusasunto
3729,"Kerrostalo | 3 h, k, kh, wc, p (Yj 3h + k)",Opastinsilta 9,Pasila,Helsinki,328 000,"72,5",1977,Omistusasunto
3730,Kerrostalo | 1h + avok + kph + las.p (merinäköala),Capellanranta 8,Kalasatama,Helsinki,337 700,29,2022,Omistusasunto
3731,Rivitalo | 3h + k + wc + psh + s,Rainiontie 1 A4,Lammi,Hämeenlinna,84 000,64,2000,Omistusasunto
3732,Kerrostalo | 3h + k + s,Marttilankatu 43,Marttila,Sastamala,145 000,80,1983,Omistusasunto
3733,"Kerrostalo | 2h, rt + k, s + kph, vh, lasitettu p",Havukuja 3,Vuosaari,Helsinki,199 000,"58,5",1993,Omistusasunto
3734,"Kerrostalo | 2h, k",Läntinen Pitkäkatu 15,Keskusta,Turku,132 000,51,1935,Omistusasunto
3735,"Kerrostalo | 2h, kk, kph",Messeniuksenkatu 9,Töölö,Helsinki,398 000,52,1936,Omistusasunto
3736,Omakotitalo | 4h + k + ph + s + wc,Pirttikoskentie 1120,Pirttikoski,Pyhäjoki,59 000,136,1975,Omistusasunto
3737,Kerrostalo | 1h + kk,Pengerkatu 20,Sörnäinen,Helsinki,59 000,18,1936,Omistusasunto
3738,"Kerrostalo | 3h, k, las.p",Tuusulantie 35,Keskusta,Kerava,119 000,"75,5",1973,Omistusasunto
3739,Rivitalo | 3mh + oh + k + th + kph + s + wc (yhtiöjärjestyksen mukaan 4h + k + sauna),Menninkäisenkatu 10F,Kultanummi,Kaarina,269 000,100,1983,Omistusasunto
3740,"Rivitalo | 5 h, avokeittiö, takkahuone, saunaosasto, khh, kph, 2 x erill. wc",Nokkalanniemi 1 B,Nuottaniemi,Espoo,1 140 000,174,1998,Omistusasunto
3741,Kerrostalo | 3h + k + parv,Västäräkinkatu 1,Laukkavuori,Turku,149 000,75,1972,Omistusasunto
3742,Kerrostalo | 1h + avok + kph + las.parv,Rubiinikehä 4 B 85,Kivistö,Vantaa,142 000,"23,5",2020,Omistusasunto
3743,"Kerrostalo | 2h, keittiö, vh ja kph",Saarenkatu 6-8,Hermanni,Helsinki,142 000,"47,5",1960,Omistusasunto
3744,"Rivitalo | 3h, k, kph, s, var",Myllytie 6,Laune,Lahti,174 000,"77,5",1983,Omistusasunto
3745,"Kerrostalo | 2h, k, vh",Jääkärinkatu 29 B,Nuijamies,Mikkeli,96 000,56,1962,Omistusasunto
3746,"Kerrostalo | 3h, kt, s ja parveke (yj; 3h + kt + s)",Patruunantie 1,Rajamäki,Nurmijärvi,229 000,"75,5",2014,Omistusasunto
3747,Omakotitalo | 5h + k + 3wc + s + khh + at,Punomontie 50,,Turku,329 000,116,1957,Omistusasunto
3748,Kerrostalo | 3h + k + s,Rataniityntie 6,Vatiala,Kangasala,26 672,"66,5",2008,Asumisoikeusasunto
3749,Kerrostalo | 3h + k,Pihlatie 10,Pihlava,Pori,29 000,80,1974,Omistusasunto
3750,Kerrostalo | 2h + k + kh + ransk. parveke,Aleksanterinkatu 54,Heinäpää,Oulu,95 000,"46,5",1970,Omistusasunto
3751,Omakotitalo | 4h + k + s,Saitanjärventie 261,Vehmersalmi,Kuopio,235 000,97,2012,Omistusasunto
3752,"Omakotitalo | 3mh, oh, k, kph, s, wc",Jäniksenkatu 5,Lippuniemi,Iisalmi,109 000,108,1979,Omistusasunto
3753,Kerrostalo | 3 h + k + vh + kph + parveke + var,Tarkmansintie 2 A 8,,Porvoo,316 000,"65,5",2021,Omistusasunto
3754,Omakotitalo | Oh + k + mh + sauna + kph,Kaivotie 8,Säynätsalo,Jyväskylä,50 000,70,-,Omistusasunto
3755,Erillistalo | 5h + k + khh + ph + sa + prv + lämmin ja kylmävar + ak,Lämsänjärventie 24 B,Lämsänjärvi,Oulu,295 000,125,1982,Omistusasunto
3756,Rivitalo | 3h + kt + s,Daaliakuja 4-6 D4,Perusmäki,Espoo,253 000,"68,5",2023,Omistusasunto
3757,Luhtitalo | 1h + kt,Kuriiritie 26 C34,Koivuhaka,Vantaa,140 000,26,2022,Omistusasunto
3758,Luhtitalo | 2h + kt,Daaliakuja 4-6 C8,Perusmäki,Espoo,165 000,"36,5",2023,Omistusasunto
3759,Rivitalo | 3h + kt + s,Daaliakuja 4-6 D3,Perusmäki,Espoo,253 000,"68,5",2023,Omistusasunto
3760,Luhtitalo | 2h + kt,Daaliakuja 4-6 C1,Perusmäki,Espoo,175 000,"36,5",2023,Omistusasunto
3761,Luhtitalo | 2h + kt,Daaliakuja 4-6 B4,Perusmäki,Espoo,173 000,"36,5",2023,Omistusasunto
3762,Luhtitalo | 2h + kt,Daaliakuja 4-6 B5,Perusmäki,Espoo,173 000,"36,5",2023,Omistusasunto
3763,Rivitalo | 3h + kt,Daaliakuja 4-6 A4,Perusmäki,Espoo,249 000,"68,5",2023,Omistusasunto
3764,Luhtitalo | 2h + kt,Daaliakuja 4-6 B1,Perusmäki,Espoo,173 000,"36,5",2023,Omistusasunto
3765,Rivitalo | 3h + kt,Daaliakuja 4-6 A2,Perusmäki,Espoo,249 000,"68,5",2023,Omistusasunto
3766,Rivitalo | 4h + kt + s,Daaliakuja 4-6 A5,Perusmäki,Espoo,289 000,81,2023,Omistusasunto
3767,Rivitalo | 3h + kt + s + terassi,Daaliakuja 4-6 D2,Perusmäki,Espoo,253 000,"68,5",2023,Omistusasunto
3768,Rivitalo | 3h + kt + s + lasitettu terassi,Kuriiritie 26 E55,Koivuhaka,Vantaa,259 000,55,2022,Omistusasunto
3769,Rivitalo | 3h + kt + s + lasitettu terassi,Kuriiritie 26 F59,Koivuhaka,Vantaa,253 000,55,2022,Omistusasunto
3770,Rivitalo | 3h + kt + s + lasitettu terassi,Kuriiritie 26 F60,Koivuhaka,Vantaa,252 000,55,2022,Omistusasunto
3771,"Rivitalo | 3h, k, s",Tanhuantie 2,Voisalmi,Lappeenranta,137 000,79,1991,Omistusasunto
3772,"Paritalo | 4 h, avok, rt, 2 wc, kph, sauna, 2 terassia, parveke, piha, uima-allas",Hiidenkiventie 22,Tapanila,Helsinki,364 000,80,1989,Omistusasunto
3773,"Kerrostalo | 1h, kk, kph, vh, alkovi, lasitettu parveke",Länsiportti 4,Olari,Espoo,176 000,"34,5",1972,Omistusasunto
3774,Omakotitalo | 4h + k + rh + kph + s + kellari,Harkontie 15,Koivistonkylä,Tampere,215 000,130,1954,Omistusasunto
3775,Rivitalo | 2h + k + s ja autopaikka,Tanhuankatu 22 A,Alhoniitty,Nokia,149 500,67,1987,Omistusasunto
3776,"Kerrostalo | 3h, k, s, kph, erill. wc, vaatehuone, lasitettu parveke",Retkeilijänkuja 6 B,Rastila,Helsinki,258 000,67,1999,Omistusasunto
3777,Omakotitalo | 5h + k + sauna,Honkatie 2,Enäjärvi,Pori,208 000,"137,4",1999,Omistusasunto
3778,Rivitalo | 2h + k + ph + s,Peltotie 9 B,Kestilä,Siikalatva,35 000,"58,3",1985,Omistusasunto
3779,Kerrostalo | 4h + k + s + p (yhtiöjärjestyksen mukaan 3-4h + k + s),Postikatu 7,Keskusta,Tampere,429 000,"86,5",1999,Omistusasunto
3780,Kerrostalo | 3H + K + S,Vasamakatu 5-7,Kaleva,Kerava,"28 004,84",74,2001,Asumisoikeusasunto
3781,Kerrostalo | 3H + K + S,Lähdeniityntie 13,Tapaninkylä,Helsinki,"21 585,27","82,5",1994,Asumisoikeusasunto
3782,"Kerrostalo | 2h, k, las.parv.",Näsilinnankatu 35 C,Keskusta,Tampere,193 000,46,1972,Omistusasunto
3783,Omakotitalo | 4h + k + s + kph + ph + khh + 2wc ja 1h + k + kph / wc,Dunckerinkatu 18,Lähemäki,Mikkeli,175 000,201,1972,Omistusasunto
3784,"Kerrostalo | 1h, kk",Kuninkaankatu 44 A,Keskusta,Tampere,159 000,25,1966,Omistusasunto
3785,Kerrostalo | 2h + kt,Postiljooninkatu 13 B40,,Helsinki,221 000,"37,5",2023,Omistusasunto
3786,Kerrostalo | 1h + kt,Leimasinkatu 9 C75,,Helsinki,205 400,33,2022,Omistusasunto
3787,"Omakotitalo | 5-6h, k, s, ph, khh, 2wc, vth",Kaarnatie 17,Mattila,Tuusula,485 000,142,2018,Omistusasunto
3788,Kerrostalo | 3h + k + kph + p,Takojankatu 1a,Kaleva,Tampere,229 000,56,1958,Omistusasunto
3789,Kerrostalo | 2h + k,Kaarikuja 4,Kontula,Helsinki,159 000,"59,5",1967,Omistusasunto
3790,"Kerrostalo | 2h, kk, s",Turuntie 37 A,Talsoila,Forssa,45 000,58,1970,Omistusasunto
3791,"Omakotitalo | 4h, k, oh, kh, s, khh, 2 x vh ja tekninen tila",Mato-ojantie 9,Keskusta,Ruovesi,215 000,158,2012,Omistusasunto
3792,Omakotitalo | 6h + k + s,Rantatie 8,,Keuruu,229 000,181,1984,Omistusasunto
3793,"Erillistalo | 4h, k, s",Kannistonkatu 1A,Viksberg,Forssa,63 000,"99,5",1966,Omistusasunto
3794,"Rivitalo | 3h, k, s",Ostostie 2 as,Villähde,Lahti,135 000,84,1990,Omistusasunto
3795,Omakotitalo | 6h + k + ala-ja yläaulat + khh + ph + s + 2wc + vh,Kielomäenkatu 8,Marjala,Joensuu,274 000,172,2004,Omistusasunto
3796,Omakotitalo | 6h + k + kph + s + wc + varasto + piharakennus + autokatos,Lappohjankatu 4,,Hanko,235 000,141,1968,Omistusasunto
3797,"Kerrostalo | 2h, kk, kph",Punavuorenkatu 22,Punavuori,Helsinki,493 912,"53,5",1907,Omistusasunto
3798,"Kerrostalo | 1h, k, las.parv.",Yliopistonkatu 50 A,Tammela,Tampere,234 000,"36,5",2016,Omistusasunto
3799,Kerrostalo | 1h + k + kph + wc,Yliopistonkatu 14,Keskusta,Turku,143 800,37,1927,Omistusasunto
3800,"Kerrostalo | 2h, k, s, las.parv.",Arkkitehdinkatu 28 B,Hervanta,Tampere,134 000,62,1987,Omistusasunto
3801,Rivitalo | 4h + khh + s + lasitettu terassi,Saunaniitynkatu 1,Saaristokaupunki,Kuopio,268 000,"102,5",2011,Omistusasunto
3802,"Kerrostalo | 2h, k, kph, lasitettu parveke",Kiskottajankuja 3,Lintuvaara,Espoo,149 000,55,1983,Omistusasunto
3803,Kerrostalo | 2h + k + s,Kylätorintie 4,Kirkkojärvi,Espoo,184 000,"62,5",1987,Omistusasunto
3804,Omakotitalo,Linnunpääntie 36,Ispoinen,Turku,220 000,100,1957,Omistusasunto
3805,"Rivitalo | 3h, k, s",Lillukkatie 1 C,Hukanhauta,Joensuu,107 000,"78,5",1971,Omistusasunto
3806,Omakotitalo | tupakeittiö ja huone,Svartholmentie 302a,Vahterpää,Loviisa,295 000,55,1927,Omistusasunto
3807,Kerrostalo | 4h + kt + s,Ristiniementie 12 B30,Laurinlahti,Espoo,561 500,"83,5",2024,Omistusasunto
3808,Kerrostalo | 1 h + kk + kph,Kauppakatu 13,Keskusta,Joensuu,96 000,35,1973,Omistusasunto
3809,Kerrostalo | 5h + kt + s,Ristiniementie 12 B39,Laurinlahti,Espoo,1 387 500,144,2024,Omistusasunto
3810,Kerrostalo | 3h + kt + s,Ristiniementie 12 B18,Laurinlahti,Espoo,476 900,78,2024,Omistusasunto
3811,Kerrostalo | 4h + kt + s,Ristiniementie 12 B38,Laurinlahti,Espoo,1 149 400,128,2024,Omistusasunto
3812,Kerrostalo | 3h + kt + s,Ristiniementie 12 B23,Laurinlahti,Espoo,503 400,78,2024,Omistusasunto
3813,Omakotitalo | 3mh + k + oloh + kodinh + pukuh + ph / s + 2wc + teknt.,Sopalantie 8,Kietävälä,Puumala,80 000,144,1994,Omistusasunto
3814,Paritalo | 5h + k + khh + ph + s,Puntarikaari 5b,Puntarikoski,Kontiolahti,236 000,137,2005,Omistusasunto
3815,Kerrostalo | 1h + k + kph / wc,Kastuntie 39-41,Kastu,Turku,79 000,20,1952,Omistusasunto
3816,"Rivitalo | 2h, k, s",Peikontie 34,Lohtaja,Kajaani,74 900,"60,5",1984,Omistusasunto
3817,"Paritalo | 4h, avok, kph, s, khh, wc",Ullantie 12 A 2,Matari,Vantaa,419 000,"95,5",2022,Omistusasunto
3818,"Kerrostalo | 2h, k, kph",Rautatienkatu 4,Keskusta,Tampere,209 000,52,1959,Omistusasunto
3819,"Kerrostalo | 3h, k, vh, s, psh, parveke",Lopentie 25 B,Hirsimäki,Riihimäki,89 000,"67,5",1979,Omistusasunto
3820,"Rivitalo | 3 mh, oh, k, kph, s, wc",Nikinväylä 3,Atala,Tampere,219 000,84,1984,Omistusasunto
3821,Omakotitalo | 5h + k + takkah + aula + khh + 2xkph + s + autotalli,Rantakukantie 1,Ritoniemi,Jyväskylä,359 000,179,1989,Omistusasunto
3822,Kerrostalo | 2h + k + vh + kph / wc + terassi,Ruohonpääntie 27,Pitkämäki,Turku,108 000,"58,5",1989,Omistusasunto
3823,"Rivitalo | 2 h, kk, kph, s",Suntionpolku 3,Törnävä,Seinäjoki,93 500,47,2000,Omistusasunto
3824,Kerrostalo | 1h + kk,Rastaankatu 5,Tuulikallio,Imatra,25 000,32,1976,Omistusasunto
3825,Rivitalo | 3h + k + kph + s + vh + parv + ter + piha (Yht. järj. 3h + k),Riukutie 5,Konala,Helsinki,260 000,"74,5",1979,Omistusasunto
3826,Rivitalo | 2h + k + kph + s + erill.wc + ter + piha,Taka-Niipperin tie 4,Kalajärvi,Espoo,193 000,54,1987,Omistusasunto
3827,Rivitalo | 3h + k + kph + s + rp + ter + piha,Lallukankuja 5 E 22,Myllypuro,Helsinki,385 000,86,2014,Omistusasunto
3828,"Rivitalo | 3h, k, s",Kalervonkatu 16-18,Alakylä,Lappeenranta,189 000,"90,5",1976,Omistusasunto
3829,"Kerrostalo | 2h, k, (s)",Leipurinkatu 12 A,Keskusta,Lappeenranta,110 000,55,1983,Omistusasunto
3830,"Kerrostalo | 3h, k, kph, 2xvh, p",Virtakatu 6,Keskusta,Heinola,145 000,"94,5",1950,Omistusasunto
3831,"Omakotitalo | 4h, k, khh, s",Honkatie 24,,Kontiolahti,159 000,121,1980,Omistusasunto
3832,"Kerrostalo | 2h, avokeittiö, vh, kph, s, lasitettu parveke",Komeetankuja 1,Olari,Espoo,225 000,"53,5",1979,Omistusasunto
3833,"Omakotitalo | as 1: 4 h, k, rt, kph, s. as 2: 6 h, k, kphx2, s, wc, khh",Hamppukehruukatu 1,,Naantali,1 550 000,312,2016,Omistusasunto
3834,"Omakotitalo | Oh, 3mh, k + ruokailu, khh, s, 2xWc, vh, at, teknint.",Omenapolku 6,Siuro,Nokia,229 000,"153,5",1991,Omistusasunto
3835,"Kerrostalo | 1h, k, kh",Hintantie 27,Laanila,Oulu,69 900,27,1964,Omistusasunto
3836,"Omakotitalo | 2 x 3 h + k + ph / wc, ulkosauna ja varasto, Baarirakennus ja iso terassi.",Keskuskatu 3,Keskusta,Parkano,129 000,160,1920,Omistusasunto
3837,Kerrostalo | 2h + k + sauna,Fabianinkatu 5,Kaartinkaupunki,Helsinki,838 000,"75,5",1928,Omistusasunto
3838,Kerrostalo | 4H + Alk + K + Ph,Puistotie 19 A 3,Keskusta,Kauhajoki,"37 954,50",82,1963,Omistusasunto
3839,Omakotitalo | 4h + k + ph + s + wc + at,Elimäentie 623,Elimäki,Jämsä,65 000,177,1965,Omistusasunto
3840,"Kerrostalo | 3h, avok, rt, kph, s, lasitettu parvke",Muotoilijankatu 8,Arabianranta,Helsinki,518 000,79,2008,Omistusasunto
3841,"Kerrostalo | 2h, avok",Koulukatu 49a,Keskusta,Joensuu,89 000,38,1961,Omistusasunto
3842,Kerrostalo | 3h + k + s + parv.,Rajatorpantie 11,Myyrmäki,Vantaa,235 000,74,1989,Omistusasunto
3843,Rivitalo | 3h + k + sauna + autokatos,Murkionkatu 14,Koivula,Turku,185 000,"79,5",1984,Omistusasunto
3844,"Omakotitalo | Alak: oh + k + wc + iso autot, yläk: 3mh + kph + s + 2 vaatehuonetta",Ersintie 10,Virkkala,Lohja,96 000,123,1983,Omistusasunto
3845,Kerrostalo | 2h + avok + kph,Kinaporinkatu 3,Sörnäinen,Helsinki,288 000,43,1938,Omistusasunto
3846,Omakotitalo | 5mh + k + oh,Råstintie 19,Sepänkylä,Mustasaari,370 000,183,2003,Omistusasunto
3847,"Omakotitalo | 4h, k, s, kph, 3wc, khh, var",Paloasemantie 6,Vesala,Hollola,189 000,120,1952,Omistusasunto
3848,Kerrostalo | 2h + kk,Kaivosrinteentie 2,Kaivoksela,Vantaa,116 000,"37,5",1964,Omistusasunto
3849,Omakotitalo | 1h + tupak + kph + s,Housulantie 8,Vähäkyrö,Vaasa,129 000,"56,5",2013,Omistusasunto
3850,Omakotitalo | Alakerta: k + oh + mh + wc + eteinen. Yläkerta: 2mh + ullakkokomerot,Rantatie 7,Särkisalmi,Parikkala,0,140,1957,Omistusasunto
3851,"Kerrostalo | 3h, k",Takajärventie 24 B,Syväkangas,Kemi,35 000,"77,5",1966,Omistusasunto
3852,Kerrostalo | 3h + k + kph + p,Kelohongantie 11,Tapiola,Espoo,392 000,"59,5",1959,Omistusasunto
3853,Omakotitalo | 3 H + K + S,Vanhanniementie 85,Kannonjärvi,Kannonkoski,110 000,94,1949,Omistusasunto
3854,"Rivitalo | 4h, avokeittiö, wc, kph, s, 2 x vh, terassi, piha-alue, lämmin varasto",Seilikaari 5-7,Mankkaa,Espoo,357 000,90,1984,Omistusasunto
3855,Luhtitalo | 2h + k + khh + kph + s + wc,Matinpolku 4 A5,Keskusta,Sievi,50 000,64,1981,Omistusasunto
3856,Luhtitalo | 3h + k + kph + sauna + wc + lasitettu parveke,Kaarikatu 13 c 25,Asemantausta,Lahti,165 000,76,1994,Omistusasunto
3857,Omakotitalo | 4h + tpk + kph + s,Kuuttilantie 32,Kuuttila,Vaasa,97 000,142,1956,Omistusasunto
3858,Kerrostalo | 2H + KK,Peipontie 1,Joensuu,Somero,35 000,"50,5",1977,Omistusasunto
3859,"Omakotitalo | Asuinkrs: 2mh, oh, k, wc, et, 2 vh, kuisti. Yläk. 2mh, aula, kph, vh, vintit, parveke. Kellarikrs: s, psh, khh / pukuh., takkah. kylmäkellari, pannuh., var. / öljysäiliö, puuvar., at",Hausjärventie 248,Turenki,Janakkala,219 000,167,1979,Omistusasunto
3860,"Kerrostalo | 1h, avok, kph, parvi (Yj. mukaan 1h + k)",Runeberginkatu 6b,Töölö,Helsinki,298 000,"28,5",1915,Omistusasunto
3861,"Omakotitalo | 4h + k + kph / wc + saunaosasto, wc + at / var",Arjantie 6 A,Päiväkumpu,Vantaa,329 000,111,1974,Omistusasunto
3862,"Rivitalo | 4h, k, s",Kyllikinraitti 1 B,Tervaharju,Kemi,134 000,98,1983,Omistusasunto
3863,Kerrostalo | 2h + kk + kh + parv,Yliopistonkatu 14 B,Keskusta,Jyväskylä,114 000,"39,5",1962,Omistusasunto
3864,Kerrostalo | 3h + k,Lammastie 11 A,Pähkinärinne,Vantaa,135 000,68,1974,Omistusasunto
3865,Kerrostalo | 2h + keittiö + kylpyhuone + sauna + lasitettu parveke,Mannisenrinne 3 As,Palokka,Jyväskylä,149 000,"46,5",2018,Omistusasunto
3866,"Kerrostalo | 2h, k, s",Lääkärinkatu 4 as,,Leppävirta,48 000,45,2001,Omistusasunto
3867,Rivitalo | 3h + k + ph + s + khh + vh + wc,Louhenkatu 34 B,Pohja,Seinäjoki,179 000,"81,5",2000,Omistusasunto
3868,"Kerrostalo | 3h, k",Koivusaarenkatu 8 A,Tölö,Forssa,75 000,76,1978,Omistusasunto
3869,"Paritalo | 4h, k, s",Karpaloniemi 6,Tupos,Liminka,75 000,100,2010,Omistusasunto
3870,"Kerrostalo | 2h, k, erill.wc, kph, las.p",Kokkokallionkatu 11,Kokkokallio,Lahti,49 000,"58,5",1972,Omistusasunto
3871,Kerrostalo | 2H + K,Ouluntie 7,Keskusta,Kokkola,77 000,"60,5",1985,Omistusasunto
3872,Omakotitalo | 3h + k + wc + s + kph + kuisti,Niittykatu 19,Hangonkylä,Hanko,295 000,125,1903,Omistusasunto
3873,Omakotitalo | 3h + k + kph + s,Hallamäentie 107,Paattinen,Turku,80 000,110,1971,Omistusasunto
3874,Kerrostalo | 2h + kk + kph + lasit. parveke (yj. mukaan 2h + pk),Yläkartanonkuja 3,Soukka,Espoo,199 000,"53,5",1969,Omistusasunto
3875,"Kerrostalo | 4h, k, kph, vh, p",Jokiaro 3,Idänpää,Hämeenlinna,69 000,87,1993,Omistusasunto
3876,Kerrostalo | 3h + k + kph + vh,Säästötie 3 A,Kyröskoski,Hämeenkyrö,29 000,74,1966,Omistusasunto
3877,Omakotitalo | 4h + k + ph + s,Raja-ahontie 144,Raja-aho,Mänttä-Vilppula,43 000,94,1954,Omistusasunto
3878,Kerrostalo | 4h + tk,Kruununhaankatu 1,Kruununhaka,Helsinki,698 000,"74,5",1928,Omistusasunto
3879,"Paritalo | 4h, tk, k, kph, s, 2 x wc",Odilammentie 36,Kalajärvi,Espoo,189 000,"118,5",1978,Omistusasunto
3880,Rivitalo | 1h + k + kph + s + vh,Pajatie 1,Keskusta,Huittinen,43 000,40,1984,Omistusasunto
3881,Kerrostalo | 3h + k + kph + s + wc + p,Suutarintie 4,Hyrylä,Tuusula,249 000,75,1999,Omistusasunto
3882,"Omakotitalo | 3h, k, s",Kyyhkylänkuja 7,Karhula,Kotka,249 000,85,1948,Omistusasunto
3883,Rivitalo | 3h + k + kph + s + terassi,Mesikämmen 1,Halssila,Jyväskylä,89 000,80,1980,Omistusasunto
3884,"Kerrostalo | 2h, avok, rt, et, kph, wc",Mechelininkatu 8,Töölö,Helsinki,89 000,"81,5",1936,Omistusasunto
